Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D,Time_Group
2024-11-29 12:27:20,Class A,257024000,55.54243,7.15822,Under way using engine,0.0,11.3,112.7,114.0,9579482,3YHO,ISLAND CAPTAIN,Other,,20.0,93.0,GPS,6.0,ESBJERG,29/11/2024 18:00:00,AIS,13.0,80.0,9.0,11.0,1.0
2024-11-29 12:27:30,Class A,257024000,55.54223,7.159075,Under way using engine,0.0,11.3,112.5,115.0,9579482,3YHO,ISLAND CAPTAIN,Other,,20.0,93.0,GPS,6.0,ESBJERG,29/11/2024 18:00:00,AIS,13.0,80.0,9.0,11.0,1.0
2024-11-29 12:27:40,Class A,257024000,55.542032,7.159928,Under way using engine,0.0,11.3,112.4,115.0,9579482,3YHO,ISLAND CAPTAIN,Other,,20.0,93.0,GPS,6.0,ESBJERG,29/11/2024 18:00:00,AIS,13.0,80.0,9.0,11.0,1.0
2024-11-29 12:28:21,Class A,257024000,55.541233,7.163335,Under way using engine,,11.3,112.3,114.0,9579482,3YHO,ISLAND CAPTAIN,Other,,20.0,93.0,GPS,6.0,ESBJERG,29/11/2024 18:00:00,AIS,13.0,80.0,9.0,11.0,1.0
2024-11-29 12:32:11,Class A,257024000,55.536675,7.182885,Under way using engine,,11.0,112.5,114.0,9579482,3YHO,ISLAND CAPTAIN,Other,,20.0,93.0,GPS,6.0,ESBJERG,29/11/2024 18:00:00,AIS,13.0,80.0,9.0,11.0,1.0
