Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D,Time_Group
2024-11-30 03:03:00,Class A,219029726,55.416683,7.87225,Under way using engine,-1.1,8.1,90.3,98.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:03:24,Class A,219029726,55.416683,7.87225,Under way using engine,-1.1,8.1,90.3,98.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:03:30,Class A,219029726,55.41665,7.874233,Under way using engine,11.4,7.9,94.7,99.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:03:30,Class A,219029726,55.41665,7.874233,Under way using engine,11.4,7.9,94.7,99.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:04:00,Class A,219029726,55.416683,7.8762,Under way using engine,27.9,7.8,88.3,101.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:04:00,Class A,219029726,55.416683,7.8762,Under way using engine,27.9,7.8,88.3,101.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:04:30,Class A,219029726,55.416667,7.8781,Under way using engine,-12.9,7.8,89.9,98.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:04:30,Class A,219029726,55.416667,7.8781,Under way using engine,-12.9,7.8,89.9,98.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:05:00,Class A,219029726,55.416633,7.880033,Under way using engine,11.4,7.9,92.4,98.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:05:00,Class A,219029726,55.416633,7.880033,Under way using engine,11.4,7.9,92.4,98.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:05:30,Class A,219029726,55.416633,7.882,Under way using engine,6.4,8.0,89.6,100.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
2024-11-30 03:06:00,Class A,219029726,55.416617,7.883933,Under way using engine,-2.9,7.9,93.0,99.0,9613692,OZDT2,ESVAGT LEAH,Other,No additional information,18.0,84.0,GPS,5.4,ESBJERG,30/11/2024 06:00:00,AIS,12.0,72.0,9.0,9.0,1.0
