# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
02/09/2024 00:00:05,Class A,232005600,54.526055,7.674528,Under way using engine,,4.2,92.9,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
