Timestamp,Navigational status,SOG,COG,Heading
2024-11-28 12:01:09,Under way using engine,9.933333333333334,3.6333333333333258,358.8333333333333
2024-11-28 12:01:19,Under way using engine,9.966666666666669,3.8666666666666742,358.16666666666663
2024-11-28 12:01:29,Under way using engine,10.0,4.100000000000023,357.5
2024-11-28 12:01:39,Under way using engine,9.9,4.5,356.5
2024-11-28 12:01:49,Under way using engine,9.933333333333334,3.8666666666666742,357.16666666666663
2024-11-28 12:01:59,Under way using engine,9.966666666666669,3.2333333333332916,357.8333333333333
2024-11-28 12:02:09,Under way using engine,10.0,2.6000000000000227,358.5
2024-11-28 12:02:19,Under way using engine,9.9125,2.625,358.5
2024-11-28 12:02:29,Under way using engine,9.825,2.6499999999999773,358.5
2024-11-28 12:02:39,Under way using engine,9.7375,2.6750000000000114,358.5
2024-11-28 12:02:49,Under way using engine,9.65,2.6999999999999886,358.5
2024-11-28 12:02:59,Under way using engine,9.5625,2.7250000000000227,358.5
2024-11-28 12:03:09,Under way using engine,9.475,2.75,358.5
2024-11-28 12:03:19,Under way using engine,9.3875,2.7749999999999773,358.5
2024-11-28 12:03:29,Under way using engine,9.3,2.8000000000000114,358.5
