file,misclassified
filtered_261004881_20240524_1615-20240524_1630_standardized_10s.csv,3
filtered_220182000_20240525_0630-20240525_0644_standardized_10s.csv,3
filtered_219017895_20240526_1450-20240526_1505_standardized_10s.csv,3
filtered_219024411_20240524_1129-20240524_1144_standardized_10s.csv,3
filtered_219025535_20240526_1922-20240526_1937_standardized_10s.csv,3
filtered_220225000_20240525_0045-20240525_0100_standardized_10s.csv,3
filtered_232053671_20240525_1207-20240525_1222_standardized_10s.csv,3
filtered_220329000_20240528_0615-20240528_0629_standardized_10s.csv,3
filtered_219014851_20240528_0015-20240528_0029_standardized_10s.csv,3
filtered_219014851_20240527_0657-20240527_0712_standardized_10s.csv,3
filtered_219133000_20240530_0452-20240530_0507_standardized_10s.csv,3
filtered_219298000_20241124_0331-20241124_0346_standardized_10s.csv,3
filtered_219015338_20240527_0145-20240527_0159_standardized_10s.csv,3
filtered_220329000_20240527_0430-20240527_0445_standardized_10s.csv,3
filtered_219013178_20240527_2015-20240527_2030_standardized_10s.csv,3
filtered_219013178_20240526_2030-20240526_2045_standardized_10s.csv,3
filtered_220329000_20240528_0730-20240528_0744_standardized_10s.csv,3
filtered_220339000_20240530_1242-20240530_1257_standardized_10s.csv,3
filtered_219031135_20241122_1011-20241122_1026_standardized_10s.csv,3
filtered_219021428_20240529_0014-20240529_0029_standardized_10s.csv,3
filtered_220339000_20240530_1758-20240530_1812_standardized_10s.csv,3
filtered_246539000_20240522_1737-20240522_1752_standardized_10s.csv,3
filtered_219459000_20240526_1756-20240526_1811_standardized_10s.csv,3
filtered_220225000_20240523_1739-20240523_1754_standardized_10s.csv,3
filtered_220368000_20240523_0941-20240523_0956_standardized_10s.csv,3
filtered_219387000_20241122_1653-20241122_1707_standardized_10s.csv,3
filtered_220339000_20240525_1200-20240525_1215_standardized_10s.csv,3
filtered_244870072_20240524_0838-20240524_0853_standardized_10s.csv,3
filtered_220329000_20240527_1815-20240527_1830_standardized_10s.csv,3
filtered_220339000_20240527_1345-20240527_1400_standardized_10s.csv,3
filtered_220339000_20240523_1108-20240523_1123_standardized_10s.csv,3
filtered_247302900_20240527_1232-20240527_1247_standardized_10s.csv,3
filtered_219421000_20240527_1700-20240527_1715_standardized_10s.csv,3
filtered_219014012_20240525_0927-20240525_0942_standardized_10s.csv,3
filtered_220182000_20240526_2045-20240526_2059_standardized_10s.csv,3
filtered_220225000_20240523_0239-20240523_0254_standardized_10s.csv,3
filtered_247290000_20240526_1649-20240526_1704_standardized_10s.csv,3
filtered_220182000_20240526_2130-20240526_2144_standardized_10s.csv,3
filtered_219014851_20240528_0245-20240528_0259_standardized_10s.csv,3
filtered_219421000_20240527_2245-20240527_2300_standardized_10s.csv,3
filtered_257025000_20241126_1026-20241126_1041_standardized_10s.csv,3
filtered_220339000_20240527_0800-20240527_0815_standardized_10s.csv,3
filtered_219421000_20240522_0639-20240522_0653_standardized_10s.csv,3
filtered_220329000_20240527_1545-20240527_1600_standardized_10s.csv,3
filtered_220339000_20240523_0708-20240523_0723_standardized_10s.csv,3
filtered_219014012_20240527_0412-20240527_0427_standardized_10s.csv,2
filtered_220356000_20240524_1717-20240524_1732_standardized_10s.csv,2
filtered_219793000_20240524_0827-20240524_0842_standardized_10s.csv,2
filtered_220356000_20240524_1947-20240524_2002_standardized_10s.csv,2
filtered_246179000_20241130_1955-20241130_2010_standardized_10s.csv,2
filtered_261004881_20240529_1700-20240529_1714_standardized_10s.csv,2
filtered_257341000_20241127_1149-20241127_1204_standardized_10s.csv,2
filtered_219113000_20240524_0004-20240524_0019_standardized_10s.csv,2
filtered_219001518_20240530_1509-20240530_1524_standardized_10s.csv,2
filtered_220339000_20240523_1608-20240523_1623_standardized_10s.csv,2
filtered_219014851_20240529_0815-20240529_0829_standardized_10s.csv,2
filtered_219421000_20240525_0000-20240525_0015_standardized_10s.csv,2
filtered_220339000_20240523_2053-20240523_2108_standardized_10s.csv,2
filtered_219014851_20240529_0000-20240529_0014_standardized_10s.csv,2
filtered_220295000_20240527_0930-20240527_0944_standardized_10s.csv,2
filtered_261004881_20240527_0430-20240527_0444_standardized_10s.csv,2
filtered_219793000_20240523_1427-20240523_1442_standardized_10s.csv,2
filtered_219793000_20240523_1557-20240523_1612_standardized_10s.csv,2
filtered_220356000_20240525_1145-20240525_1159_standardized_10s.csv,2
filtered_220477000_20241127_1245-20241127_1300_standardized_10s.csv,2
filtered_220295000_20240527_0300-20240527_0315_standardized_10s.csv,2
filtered_220623000_20240523_0052-20240523_0107_standardized_10s.csv,2
filtered_220339000_20240524_0708-20240524_0723_standardized_10s.csv,2
filtered_244700959_20240526_0612-20240526_0627_standardized_10s.csv,2
filtered_219001518_20240530_1724-20240530_1739_standardized_10s.csv,2
filtered_220295000_20240527_0045-20240527_0100_standardized_10s.csv,2
filtered_220339000_20240525_0815-20240525_0830_standardized_10s.csv,2
filtered_219017895_20240529_0045-20240529_0059_standardized_10s.csv,2
filtered_219001518_20240525_0100-20240525_0115_standardized_10s.csv,2
filtered_220623000_20240525_2036-20240525_2051_standardized_10s.csv,2
filtered_219793000_20240528_1844-20240528_1859_standardized_10s.csv,2
filtered_219793000_20240528_2114-20240528_2128_standardized_10s.csv,2
filtered_220339000_20240530_1227-20240530_1242_standardized_10s.csv,2
filtered_219001343_20240528_0945-20240528_1000_standardized_10s.csv,2
filtered_246777000_20241123_0146-20241123_0201_standardized_10s.csv,2
filtered_219793000_20240530_0314-20240530_0329_standardized_10s.csv,2
filtered_219014012_20241129_0935-20241129_0950_standardized_10s.csv,2
filtered_305279000_20240522_1452-20240522_1507_standardized_10s.csv,2
filtered_220339000_20240527_0100-20240527_0115_standardized_10s.csv,2
filtered_220339000_20240527_0500-20240527_0515_standardized_10s.csv,2
filtered_220295000_20240523_0849-20240523_0904_standardized_10s.csv,2
filtered_219025535_20240525_1637-20240525_1652_standardized_10s.csv,2
filtered_219793000_20240530_2214-20240530_2228_standardized_10s.csv,2
filtered_219001343_20240527_0549-20240527_0604_standardized_10s.csv,2
filtered_219793000_20240530_2229-20240530_2244_standardized_10s.csv,2
filtered_220339000_20240527_0930-20240527_0945_standardized_10s.csv,2
filtered_220339000_20240527_1215-20240527_1230_standardized_10s.csv,2
filtered_219001343_20240522_1428-20240522_1443_standardized_10s.csv,2
filtered_219001262_20240525_1918-20240525_1933_standardized_10s.csv,2
filtered_220339000_20240530_1357-20240530_1412_standardized_10s.csv,2
filtered_219793000_20240528_1529-20240528_1544_standardized_10s.csv,2
filtered_220339000_20240526_0800-20240526_0815_standardized_10s.csv,2
filtered_219793000_20240527_0630-20240527_0644_standardized_10s.csv,2
filtered_220295000_20240526_0445-20240526_0500_standardized_10s.csv,2
filtered_219014851_20240528_0200-20240528_0214_standardized_10s.csv,2
filtered_220339000_20240525_1100-20240525_1115_standardized_10s.csv,2
filtered_219014012_20240528_0729-20240528_0744_standardized_10s.csv,2
filtered_219017895_20240528_2300-20240528_2314_standardized_10s.csv,2
filtered_261004881_20240526_1730-20240526_1744_standardized_10s.csv,2
filtered_261004881_20240530_2330-20240530_2344_standardized_10s.csv,2
filtered_219001518_20240524_1035-20240524_1050_standardized_10s.csv,2
filtered_220339000_20240525_1700-20240525_1715_standardized_10s.csv,2
filtered_219001343_20240530_2115-20240530_2130_standardized_10s.csv,2
filtered_219017895_20240529_0600-20240529_0614_standardized_10s.csv,2
filtered_219014851_20240527_1542-20240527_1557_standardized_10s.csv,2
filtered_219026490_20241122_0315-20241122_0330_standardized_10s.csv,2
filtered_228123800_20240527_0822-20240527_0837_standardized_10s.csv,2
filtered_219387000_20241122_1638-20241122_1652_standardized_10s.csv,2
filtered_220339000_20240526_0345-20240526_0400_standardized_10s.csv,2
filtered_219017895_20240529_1615-20240529_1629_standardized_10s.csv,2
filtered_219014851_20240527_0412-20240527_0426_standardized_10s.csv,2
filtered_220339000_20240523_0723-20240523_0738_standardized_10s.csv,2
filtered_219421000_20240527_2330-20240527_2345_standardized_10s.csv,2
filtered_219004203_20240524_1933-20240524_1948_standardized_10s.csv,2
filtered_220368000_20240526_0402-20240526_0417_standardized_10s.csv,2
filtered_219010518_20241130_0305-20241130_0320_standardized_10s.csv,2
filtered_219013178_20240527_0600-20240527_0615_standardized_10s.csv,2
filtered_220329000_20240524_0415-20240524_0430_standardized_10s.csv,2
filtered_219013178_20240527_0800-20240527_0815_standardized_10s.csv,2
filtered_259110000_20240526_0050-20240526_0105_standardized_10s.csv,2
filtered_219027298_20240530_1059-20240530_1114_standardized_10s.csv,2
filtered_220329000_20240526_1200-20240526_1215_standardized_10s.csv,2
filtered_219027298_20240530_0929-20240530_0944_standardized_10s.csv,2
filtered_219017895_20240525_1135-20240525_1150_standardized_10s.csv,2
filtered_219027298_20240530_0729-20240530_0744_standardized_10s.csv,2
filtered_259179000_20241122_1458-20241122_1513_standardized_10s.csv,2
filtered_261003012_20241123_0110-20241123_0125_standardized_10s.csv,2
filtered_219027298_20240528_1429-20240528_1444_standardized_10s.csv,2
filtered_220368000_20240527_1232-20240527_1247_standardized_10s.csv,2
filtered_219005867_20240526_0652-20240526_0707_standardized_10s.csv,2
filtered_219013178_20240527_1300-20240527_1315_standardized_10s.csv,2
filtered_220368000_20240524_1611-20240524_1626_standardized_10s.csv,2
filtered_219459000_20240524_1942-20240524_1957_standardized_10s.csv,2
filtered_219027298_20240528_0929-20240528_0944_standardized_10s.csv,2
filtered_259029000_20240526_0935-20240526_0950_standardized_10s.csv,2
filtered_219027298_20241129_1022-20241129_1036_standardized_10s.csv,2
filtered_261004881_20240526_1600-20240526_1614_standardized_10s.csv,2
filtered_220329000_20240526_0315-20240526_0330_standardized_10s.csv,2
filtered_219027995_20241123_0124-20241123_0139_standardized_10s.csv,2
filtered_219543000_20240527_1323-20240527_1338_standardized_10s.csv,2
filtered_219543000_20240527_1253-20240527_1308_standardized_10s.csv,2
filtered_219543000_20240527_0923-20240527_0938_standardized_10s.csv,2
filtered_219013178_20240524_2144-20240524_2159_standardized_10s.csv,2
filtered_219543000_20241130_1105-20241130_1120_standardized_10s.csv,2
filtered_220329000_20240525_1445-20240525_1500_standardized_10s.csv,2
filtered_220368000_20240525_1832-20240525_1847_standardized_10s.csv,2
filtered_220329000_20240525_2215-20240525_2230_standardized_10s.csv,2
filtered_244834000_20240528_1245-20240528_1300_standardized_10s.csv,2
filtered_219017895_20240524_0232-20240524_0247_standardized_10s.csv,2
filtered_219017895_20240523_1702-20240523_1717_standardized_10s.csv,2
filtered_220329000_20240525_2330-20240525_2345_standardized_10s.csv,2
filtered_220329000_20240525_0700-20240525_0715_standardized_10s.csv,2
filtered_219013178_20240523_1759-20240523_1814_standardized_10s.csv,2
filtered_220368000_20240525_0947-20240525_1002_standardized_10s.csv,2
filtered_219017895_20240523_1402-20240523_1417_standardized_10s.csv,2
filtered_219013178_20240523_1129-20240523_1144_standardized_10s.csv,2
filtered_258133000_20240528_1718-20240528_1732_standardized_10s.csv,2
filtered_261004881_20240523_0015-20240523_0030_standardized_10s.csv,2
filtered_219459000_20240524_1757-20240524_1812_standardized_10s.csv,2
filtered_220329000_20240523_0130-20240523_0145_standardized_10s.csv,2
filtered_219013178_20240527_1745-20240527_1800_standardized_10s.csv,2
filtered_219421000_20240529_0700-20240529_0714_standardized_10s.csv,2
filtered_220329000_20240528_0000-20240528_0014_standardized_10s.csv,2
filtered_244700959_20240530_1028-20240530_1043_standardized_10s.csv,2
filtered_219017895_20240526_2150-20240526_2205_standardized_10s.csv,2
filtered_220329000_20240528_0230-20240528_0244_standardized_10s.csv,2
filtered_219014012_20240522_0455-20240522_0510_standardized_10s.csv,2
filtered_219004203_20240526_1920-20240526_1935_standardized_10s.csv,2
filtered_261004881_20240525_1045-20240525_1059_standardized_10s.csv,2
filtered_219421000_20240528_1145-20240528_1159_standardized_10s.csv,2
filtered_219017895_20240527_0250-20240527_0305_standardized_10s.csv,2
filtered_219004203_20240526_0505-20240526_0520_standardized_10s.csv,2
filtered_219014012_20240523_0440-20240523_0455_standardized_10s.csv,2
filtered_219014012_20240523_0640-20240523_0655_standardized_10s.csv,2
filtered_219014012_20240523_0955-20240523_1010_standardized_10s.csv,2
filtered_220329000_20240525_1815-20240525_1830_standardized_10s.csv,2
filtered_219017895_20240527_0420-20240527_0435_standardized_10s.csv,2
filtered_255806446_20240524_0730-20240524_0744_standardized_10s.csv,2
filtered_219014851_20240530_0300-20240530_0314_standardized_10s.csv,2
filtered_261004881_20240526_0630-20240526_0644_standardized_10s.csv,2
filtered_219004203_20240527_1106-20240527_1120_standardized_10s.csv,2
filtered_220368000_20240530_0645-20240530_0700_standardized_10s.csv,2
filtered_219017895_20240526_2050-20240526_2105_standardized_10s.csv,2
filtered_261004881_20240524_0800-20240524_0815_standardized_10s.csv,2
filtered_219017895_20240526_0820-20240526_0835_standardized_10s.csv,2
filtered_219013178_20240527_2215-20240527_2230_standardized_10s.csv,2
filtered_219613000_20241123_0930-20241123_0944_standardized_10s.csv,2
filtered_220368000_20240528_0945-20240528_0959_standardized_10s.csv,2
filtered_219013178_20240527_2230-20240527_2245_standardized_10s.csv,2
filtered_220329000_20240522_1815-20240522_1830_standardized_10s.csv,2
filtered_220329000_20240527_0600-20240527_0615_standardized_10s.csv,2
filtered_219004203_20240530_1230-20240530_1244_standardized_10s.csv,2
filtered_219030533_20240530_0440-20240530_0455_standardized_10s.csv,2
filtered_220368000_20240530_0600-20240530_0615_standardized_10s.csv,2
filtered_220368000_20240524_0556-20240524_0611_standardized_10s.csv,2
filtered_261004881_20240524_1130-20240524_1145_standardized_10s.csv,2
filtered_220368000_20240523_1941-20240523_1956_standardized_10s.csv,2
filtered_219013178_20240528_1800-20240528_1814_standardized_10s.csv,2
filtered_219004203_20240528_0130-20240528_0144_standardized_10s.csv,2
filtered_219017895_20240526_1850-20240526_1905_standardized_10s.csv,2
filtered_220329000_20240527_2130-20240527_2145_standardized_10s.csv,2
filtered_219421000_20240529_0745-20240529_0759_standardized_10s.csv,2
filtered_220225000_20240529_1837-20240529_1852_standardized_10s.csv,2
filtered_219004203_20240526_0450-20240526_0505_standardized_10s.csv,2
filtered_219014851_20240523_1948-20240523_2003_standardized_10s.csv,2
filtered_219021428_20240526_2134-20240526_2148_standardized_10s.csv,2
filtered_220225000_20240526_1545-20240526_1600_standardized_10s.csv,2
filtered_220182000_20240530_1319-20240530_1334_standardized_10s.csv,2
filtered_232023509_20240525_1153-20240525_1208_standardized_10s.csv,2
filtered_220182000_20240530_1049-20240530_1104_standardized_10s.csv,2
filtered_220182000_20240524_0921-20240524_0936_standardized_10s.csv,2
filtered_319301000_20240528_1003-20240528_1018_standardized_10s.csv,2
filtered_235008380_20241126_1853-20241126_1908_standardized_10s.csv,2
filtered_211882460_20240530_2154-20240530_2209_standardized_10s.csv,2
filtered_220225000_20240524_0209-20240524_0224_standardized_10s.csv,2
filtered_218346000_20240525_0101-20240525_0116_standardized_10s.csv,2
filtered_220182000_20240523_2306-20240523_2321_standardized_10s.csv,2
filtered_219024411_20240524_0214-20240524_0229_standardized_10s.csv,2
filtered_220182000_20240527_1545-20240527_1559_standardized_10s.csv,2
filtered_220225000_20240529_0737-20240529_0752_standardized_10s.csv,2
filtered_220225000_20240523_1909-20240523_1924_standardized_10s.csv,2
filtered_219021428_20240529_0114-20240529_0128_standardized_10s.csv,2
filtered_219021428_20240524_0629-20240524_0644_standardized_10s.csv,2
filtered_219021428_20240524_0614-20240524_0629_standardized_10s.csv,2
filtered_220225000_20240525_2000-20240525_2015_standardized_10s.csv,2
filtered_220225000_20240528_2052-20240528_2107_standardized_10s.csv,2
filtered_219021428_20240523_1359-20240523_1414_standardized_10s.csv,2
filtered_220225000_20240525_1915-20240525_1930_standardized_10s.csv,2
filtered_220225000_20240525_1900-20240525_1915_standardized_10s.csv,2
filtered_220225000_20240525_1615-20240525_1630_standardized_10s.csv,2
filtered_235008380_20240525_1044-20240525_1059_standardized_10s.csv,2
filtered_235008380_20240527_1244-20240527_1259_standardized_10s.csv,2
filtered_219024411_20240524_0759-20240524_0814_standardized_10s.csv,2
filtered_220182000_20240524_0651-20240524_0706_standardized_10s.csv,2
filtered_209662000_20240522_2140-20240522_2155_standardized_10s.csv,2
filtered_220225000_20240524_1554-20240524_1609_standardized_10s.csv,2
filtered_235008380_20241124_0535-20241124_0550_standardized_10s.csv,2
filtered_311001445_20240525_1600-20240525_1615_standardized_10s.csv,2
filtered_235008380_20241124_0305-20241124_0320_standardized_10s.csv,2
filtered_212613000_20240526_1808-20240526_1823_standardized_10s.csv,2
filtered_220182000_20240524_2236-20240524_2251_standardized_10s.csv,2
filtered_232023509_20240525_0753-20240525_0808_standardized_10s.csv,2
filtered_219021428_20240523_0159-20240523_0214_standardized_10s.csv,2
filtered_220225000_20240524_1609-20240524_1624_standardized_10s.csv,2
filtered_220225000_20240522_1724-20240522_1739_standardized_10s.csv,2
filtered_219613000_20240529_0542-20240529_0557_standardized_10s.csv,1
filtered_311000712_20241126_0135-20241126_0150_standardized_10s.csv,1
filtered_219005867_20240526_1522-20240526_1537_standardized_10s.csv,1
filtered_219017895_20240523_2317-20240523_2332_standardized_10s.csv,1
filtered_220368000_20240527_1002-20240527_1017_standardized_10s.csv,1
filtered_259179000_20241122_1443-20241122_1458_standardized_10s.csv,1
filtered_220329000_20240523_1800-20240523_1815_standardized_10s.csv,1
filtered_219024411_20240524_0229-20240524_0244_standardized_10s.csv,1
filtered_219017895_20240525_1505-20240525_1520_standardized_10s.csv,1
filtered_220368000_20240527_0717-20240527_0732_standardized_10s.csv,1
filtered_232023509_20240527_1208-20240527_1223_standardized_10s.csv,1
filtered_219005867_20240526_1622-20240526_1637_standardized_10s.csv,1
filtered_219013178_20240524_0944-20240524_0959_standardized_10s.csv,1
filtered_220225000_20240525_1100-20240525_1115_standardized_10s.csv,1
filtered_219005867_20240526_1437-20240526_1452_standardized_10s.csv,1
filtered_220225000_20240525_0030-20240525_0045_standardized_10s.csv,1
filtered_220329000_20240523_0830-20240523_0845_standardized_10s.csv,1
filtered_220368000_20240527_1647-20240527_1702_standardized_10s.csv,1
filtered_261004881_20240522_1700-20240522_1715_standardized_10s.csv,1
filtered_220368000_20240527_1432-20240527_1447_standardized_10s.csv,1
filtered_219005867_20240525_1822-20240525_1837_standardized_10s.csv,1
filtered_219017895_20240523_2047-20240523_2102_standardized_10s.csv,1
filtered_319301000_20240527_0334-20240527_0348_standardized_10s.csv,1
