Timestamp,MMSI,Latitude,Longitude,Navigational status,SOG,COG,Heading,DIR,SPD
2024-05-28 02:15:41,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:15:51,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:16:01,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:16:11,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:16:21,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:16:31,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:16:41,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:16:51,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:17:01,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:17:11,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:17:21,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:17:31,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:17:41,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:17:51,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:18:01,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:18:11,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:18:21,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:18:31,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:18:41,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:18:51,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:19:01,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:19:11,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:19:21,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:19:31,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:19:41,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:19:51,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:20:01,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:20:11,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:20:21,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:20:31,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:20:41,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:20:51,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:21:01,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:21:11,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:21:21,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:21:31,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:21:41,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:21:51,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:22:01,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:22:11,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:22:21,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:22:31,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:22:41,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:22:51,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
2024-05-28 02:23:01,636014359.0,57.633307,10.674002,At anchor,0.1,337.6,201.0,0.0,0.0
