Timestamp,MMSI,Latitude,Longitude,Navigational status,SOG,COG,Heading,DIR,SPD
2024-05-22 02:00:01,219006971.0,57.579372,10.704438,Engaged in fishing,2.3,188.1,186.0,,
2024-05-22 02:00:11,219006971.0,57.579275,10.704415,Engaged in fishing,2.3,189.2,188.0,203.8582387200155,2.1134861477370332
2024-05-22 02:00:21,219006971.0,57.5791655,10.70438675,Engaged in fishing,2.325,187.125,187.0,205.6971790831578,2.3893281114387097
2024-05-22 02:00:31,219006971.0,57.579056,10.7043585,Engaged in fishing,2.35,185.05,186.0,205.69711171793102,2.389328246403835
2024-05-22 02:00:41,219006971.0,57.5789465,10.70433025,Engaged in fishing,2.375,182.975,185.0,205.69704435563565,2.3893283813742445
2024-05-22 02:00:51,219006971.0,57.578837,10.704302,Engaged in fishing,2.4,180.9,184.0,205.696976992491,2.389328516342364
2024-05-22 02:01:01,219006971.0,57.57872,10.704265,Engaged in fishing,2.4,185.6,184.0,210.5340263915274,2.5649954361253258
2024-05-22 02:01:11,219006971.0,57.578623,10.704253,Engaged in fishing,2.3,183.7,189.0,192.99324499348592,2.1012195740439275
2024-05-22 02:01:21,219006971.0,57.5785155,10.70421725,Engaged in fishing,2.35,186.3,188.0,211.8104709254644,2.3602103952408773
2024-05-22 02:01:31,219006971.0,57.578408,10.7041815,Engaged in fishing,2.4,188.9,187.0,211.8103951140405,2.3602106097872935
2024-05-22 02:01:41,219006971.0,57.5783005,10.70414575,Engaged in fishing,2.45,191.5,186.0,211.81031929695573,2.3602108248755003
2024-05-22 02:01:51,219006971.0,57.578193,10.70411,Engaged in fishing,2.5,194.1,185.0,211.81024348332207,2.36021103969335
2024-05-22 02:02:01,219006971.0,57.578089,10.704064,Engaged in fishing,2.4,193.85,187.0,219.52166912177373,2.310257995156551
2024-05-22 02:02:11,219006971.0,57.577985,10.704018,Engaged in fishing,2.3,193.6,189.0,219.52158874989564,2.3102583464179607
2024-05-22 02:02:21,219006971.0,57.57788175,10.7039665,Engaged in fishing,2.3,194.575,188.5,222.9324533154962,2.3101284946803093
2024-05-22 02:02:31,219006971.0,57.5777785,10.703915,Engaged in fishing,2.3,195.55,188.0,222.9323722440729,2.310128932394751
2024-05-22 02:02:41,219006971.0,57.57767525,10.7038635,Engaged in fishing,2.3,196.525,187.5,222.93229118179505,2.3101293695880725
2024-05-22 02:02:51,219006971.0,57.577572,10.703812,Engaged in fishing,2.3,197.5,187.0,222.93221011281514,2.310129807313352
2024-05-22 02:03:01,219006971.0,57.577465,10.703767,Engaged in fishing,2.35,195.6,188.5,218.1105297373699,2.370825020355241
2024-05-22 02:03:11,219006971.0,57.577358,10.703722,Engaged in fishing,2.4,193.7,190.0,218.11044793110773,2.3708253576197382
2024-05-22 02:03:21,219006971.0,57.577253,10.7036733,Engaged in fishing,2.39,193.81,189.9,220.86164516756844,2.3386507711117157
2024-05-22 02:03:31,219006971.0,57.577148,10.7036246,Engaged in fishing,2.38,193.92,189.8,220.8615633733418,2.3386511640686707
2024-05-22 02:03:41,219006971.0,57.577043,10.7035759,Engaged in fishing,2.37,194.03,189.7,220.8614815804061,2.338651557030684
2024-05-22 02:03:51,219006971.0,57.576938,10.7035272,Engaged in fishing,2.36,194.14,189.6,220.8613997844006,2.338651950260165
