Timestamp,MMSI,Latitude,Longitude,Navigational status,SOG,COG,Heading,DIR,SPD
2024-05-28 11:30:41,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:30:51,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:31:01,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:31:11,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:31:21,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:31:31,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:31:41,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:31:51,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:32:01,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:32:11,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:32:21,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:32:31,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:32:41,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:32:51,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:33:01,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:33:11,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:33:21,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:33:31,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:33:41,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:33:51,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:34:01,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:34:11,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:34:21,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:34:31,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:34:41,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:34:51,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
2024-05-28 11:35:01,636014359.0,57.63153,10.670502,At anchor,0.2,329.7,85.0,0.0,0.0
