# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:40,Class A,209938000,56.888598,12.476952,Moored,0.0,0.0,,61.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 11:40:45,Class A,209938000,56.888672,12.476973,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 11:42:44,Class A,209938000,56.888653,12.476963,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 11:45:42,Class A,209938000,56.888653,12.476968,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 11:45:42,Class A,209938000,56.888653,12.476968,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 11:52:44,Class A,209938000,56.888653,12.476968,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 11:53:42,Class A,209938000,56.888752,12.477032,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 11:53:42,Class A,209938000,56.888752,12.477032,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 11:53:46,Class A,209938000,56.888717,12.477,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 11:59:42,Class A,209938000,56.888673,12.477007,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:02:41,Class A,209938000,56.888638,12.47692,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:04:43,Class A,209938000,56.888638,12.47692,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:05:43,Class A,209938000,56.888645,12.476943,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:08:42,Class A,209938000,56.888653,12.476955,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:16:42,Class A,209938000,56.888608,12.47696,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:16:43,Class A,209938000,56.88861,12.476962,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:16:44,Class A,209938000,56.88861,12.476962,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:19:42,Class A,209938000,56.888642,12.476992,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:19:42,Class A,209938000,56.888642,12.476992,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:22:43,Class A,209938000,56.888625,12.476993,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:26:41,Class A,209938000,56.888683,12.476942,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:26:47,Class A,209938000,56.888673,12.476908,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:28:43,Class A,209938000,56.888673,12.476908,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:34:40,Class A,209938000,56.888617,12.476937,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:34:46,Class A,209938000,56.888615,12.476927,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:37:42,Class A,209938000,56.888648,12.476983,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:40:42,Class A,209938000,56.888623,12.47693,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:40:42,Class A,209938000,56.888623,12.47693,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:40:45,Class A,209938000,56.888623,12.47693,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:43:43,Class A,209938000,56.888622,12.477038,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:46:43,Class A,209938000,56.888662,12.476968,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:46:43,Class A,209938000,56.888662,12.476968,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:49:43,Class A,209938000,56.88865,12.476975,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:52:43,Class A,209938000,56.888617,12.476975,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:55:42,Class A,209938000,56.888623,12.477023,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 12:58:43,Class A,209938000,56.888635,12.477005,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:01:40,Class A,209938000,56.888628,12.477003,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:04:43,Class A,209938000,56.888623,12.476985,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:04:43,Class A,209938000,56.888623,12.476985,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:04:45,Class A,209938000,56.888623,12.476985,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:04:45,Class A,209938000,56.888623,12.476985,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:10:40,Class A,209938000,56.888615,12.477023,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:13:42,Class A,209938000,56.888617,12.476993,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:16:43,Class A,209938000,56.888618,12.476968,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:16:43,Class A,209938000,56.888618,12.476968,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:16:45,Class A,209938000,56.888618,12.476968,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:19:42,Class A,209938000,56.888623,12.477027,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:22:41,Class A,209938000,56.888618,12.476975,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:28:42,Class A,209938000,56.888618,12.476918,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:28:42,Class A,209938000,56.888618,12.476918,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:28:44,Class A,209938000,56.888618,12.476918,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:31:42,Class A,209938000,56.888615,12.476915,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:34:43,Class A,209938000,56.888628,12.476975,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:34:44,Class A,209938000,56.888628,12.476975,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:38:45,Class A,209938000,56.888657,12.477085,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:40:45,Class A,209938000,56.888657,12.477085,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:41:43,Class A,209938000,56.888623,12.476942,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:44:43,Class A,209938000,56.888635,12.476885,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:47:42,Class A,209938000,56.888642,12.476933,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:52:43,Class A,209938000,56.888642,12.476933,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:55:41,Class A,209938000,56.888628,12.476953,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:55:44,Class A,209938000,56.888625,12.476952,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:58:42,Class A,209938000,56.888625,12.476952,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 13:58:43,Class A,209938000,56.888642,12.476963,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:01:42,Class A,209938000,56.888623,12.476933,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:01:42,Class A,209938000,56.888623,12.476933,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:04:44,Class A,209938000,56.888658,12.47689,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:04:45,Class A,209938000,56.888658,12.47689,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:07:43,Class A,209938000,56.888705,12.476903,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:07:43,Class A,209938000,56.888705,12.476903,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:10:42,Class A,209938000,56.888642,12.476915,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:10:45,Class A,209938000,56.888642,12.476915,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:16:43,Class A,209938000,56.888615,12.476938,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:16:44,Class A,209938000,56.888615,12.476938,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:19:43,Class A,209938000,56.888648,12.47696,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:22:41,Class A,209938000,56.888657,12.476945,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:22:43,Class A,209938000,56.888657,12.476945,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:23:59,Class A,209938000,56.888632,12.47697,Under way using engine,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:24:09,Class A,209938000,56.888628,12.476967,Under way using engine,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:24:09,Class A,209938000,56.888628,12.476967,Under way using engine,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:24:18,Class A,209938000,56.888622,12.476972,Under way using engine,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:24:38,Class A,209938000,56.888617,12.476967,Under way using engine,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:24:48,Class A,209938000,56.888623,12.476967,Under way using engine,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:24:59,Class A,209938000,56.888628,12.476955,Under way using engine,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:25:09,Class A,209938000,56.888623,12.47695,Under way using engine,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:25:38,Class A,209938000,56.88862,12.476933,Under way using engine,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:25:48,Class A,209938000,56.888613,12.476943,Under way using engine,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:25:59,Class A,209938000,56.888617,12.476922,Under way using engine,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:26:09,Class A,209938000,56.888617,12.476933,Under way using engine,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:26:18,Class A,209938000,56.888617,12.476938,Under way using engine,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:26:38,Class A,209938000,56.888617,12.476952,Under way using engine,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:26:48,Class A,209938000,56.888608,12.476945,Under way using engine,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:26:59,Class A,209938000,56.888605,12.476957,Under way using engine,0.0,0.1,304.8,59.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:27:18,Class A,209938000,56.888598,12.47698,Under way using engine,0.0,0.1,304.8,57.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:27:28,Class A,209938000,56.888583,12.476998,Under way using engine,0.0,0.1,304.8,57.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:27:38,Class A,209938000,56.88858,12.477,Under way using engine,0.0,0.1,304.8,56.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:27:38,Class A,209938000,56.88858,12.477,Under way using engine,0.0,0.1,304.8,56.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:27:48,Class A,209938000,56.888578,12.477005,Under way using engine,0.0,0.1,304.8,54.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:28:09,Class A,209938000,56.888563,12.477042,Under way using engine,0.0,0.2,149.6,51.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:28:09,Class A,209938000,56.888563,12.477042,Under way using engine,0.0,0.2,149.6,51.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:28:18,Class A,209938000,56.888557,12.477053,Under way using engine,0.0,0.2,145.9,50.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:28:18,Class A,209938000,56.888557,12.477053,Under way using engine,0.0,0.2,145.9,50.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:28:28,Class A,209938000,56.88855,12.47706,Under way using engine,0.0,0.1,145.4,50.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:28:29,Class A,209938000,56.88855,12.47706,Under way using engine,0.0,0.1,145.4,50.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:28:38,Class A,209938000,56.888547,12.47706,Under way using engine,0.0,0.0,,50.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:28:38,Class A,209938000,56.888547,12.47706,Under way using engine,0.0,0.0,,50.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:28:48,Class A,209938000,56.888538,12.477083,Under way using engine,0.0,0.1,145.4,48.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 14:28:53,Class A,209938000,56.888538,12.477083,Under way using engine,0.0,0.1,145.4,48.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,3.4,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
