# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:01:50,Class A,232047453,57.113865,12.238397,Moored,0.0,0.0,95.9,194.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:04:49,Class A,232047453,57.113865,12.238397,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:04:51,Class A,232047453,57.113872,12.238397,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:07:49,Class A,232047453,57.11387,12.238402,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:10:50,Class A,232047453,57.113872,12.238403,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:13:49,Class A,232047453,57.113875,12.2384,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:16:49,Class A,232047453,57.113867,12.238397,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:19:50,Class A,232047453,57.113867,12.23839,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:22:49,Class A,232047453,57.113867,12.23839,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:22:53,Class A,232047453,57.113878,12.238395,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:25:53,Class A,232047453,57.113875,12.23839,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:28:49,Class A,232047453,57.113875,12.23839,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:28:53,Class A,232047453,57.113867,12.238392,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
26/11/2024 00:31:54,Class A,232047453,57.11386,12.238392,Moored,0.0,0.0,95.9,194.0,9728784,MNOY2,SCOT TRADER,Cargo,,15.0,90.0,GPS,5.6,SEVAG,25/11/2024 06:00:00,AIS,81.0,9.0,11.0,4.0
