# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 10:16:48,Class A,266274000,58.177527,11.065123,Under way using engine,,4.9,205.1,206.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 14:23:39,Class A,266274000,58.098547,10.942293,Under way using engine,,2.9,21.8,9.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:23:49,Class A,266274000,58.098677,10.942307,Under way using engine,0.0,2.9,4.2,6.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:24:18,Class A,266274000,58.099062,10.942412,Under way using engine,,3.0,23.3,5.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:24:22,Class A,266274000,58.09911,10.942487,Under way using engine,,2.7,8.8,18.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:24:23,Class A,266274000,58.099117,10.942482,Under way using engine,,2.8,350.1,17.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:24:26,Class A,266274000,58.099165,10.942467,Under way using engine,,2.8,24.0,6.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:24:28,Class A,266274000,58.09918,10.942528,Under way using engine,,2.8,33.4,17.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:24:31,Class A,266274000,58.099217,10.942537,Under way using engine,,2.9,1.4,16.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:24:34,Class A,266274000,58.099263,10.942535,Under way using engine,,2.8,12.3,16.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:24:39,Class A,266274000,58.099302,10.942613,Under way using engine,,3.0,23.2,14.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:24:45,Class A,266274000,58.099385,10.942625,Under way using engine,0.0,3.0,8.0,12.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:24:49,Class A,266274000,58.099432,10.942692,Under way using engine,,3.3,29.1,8.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:25:09,Class A,266274000,58.09968,10.942783,Under way using engine,,2.9,17.0,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:25:18,Class A,266274000,58.09979,10.942832,Under way using engine,0.0,2.9,19.1,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:25:28,Class A,266274000,58.09991,10.942902,Under way using engine,,2.9,9.3,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:25:39,Class A,266274000,58.100045,10.942952,Under way using engine,,2.8,7.8,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:25:48,Class A,266274000,58.100158,10.942997,Under way using engine,0.0,2.7,5.5,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:25:59,Class A,266274000,58.100298,10.943037,Under way using engine,,2.9,14.8,8.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:09,Class A,266274000,58.100432,10.943113,Under way using engine,,2.7,15.6,9.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:18,Class A,266274000,58.10054,10.943208,Under way using engine,,2.6,25.9,14.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:20,Class A,266274000,58.100565,10.9432,Under way using engine,,2.6,8.1,15.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:20,Class A,266274000,58.100565,10.9432,Under way using engine,,2.6,8.1,15.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:21,Class A,266274000,58.100582,10.943182,Under way using engine,,2.5,3.4,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:24,Class A,266274000,58.100623,10.943237,Under way using engine,,2.9,30.4,9.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:28,Class A,266274000,58.10066,10.943273,Under way using engine,,2.8,9.2,17.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:33,Class A,266274000,58.100725,10.943278,Under way using engine,,2.8,15.6,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:36,Class A,266274000,58.100758,10.943313,Under way using engine,,2.8,17.5,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:46,Class A,266274000,58.100888,10.943373,Under way using engine,,3.0,1.7,12.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:48,Class A,266274000,58.100915,10.943368,Under way using engine,,2.9,2.2,9.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:26:59,Class A,266274000,58.101047,10.943423,Under way using engine,,2.8,21.2,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:27:09,Class A,266274000,58.10118,10.943513,Under way using engine,,2.7,10.5,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:27:18,Class A,266274000,58.101293,10.943565,Under way using engine,,2.5,2.4,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:27:28,Class A,266274000,58.101422,10.943598,Under way using engine,,2.8,5.5,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:27:39,Class A,266274000,58.101562,10.943635,Under way using engine,,2.4,8.9,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:27:48,Class A,266274000,58.10168,10.943722,Under way using engine,,2.7,8.7,12.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:27:59,Class A,266274000,58.101818,10.943778,Under way using engine,,2.8,6.0,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:28:18,Class A,266274000,58.102085,10.943882,Under way using engine,,2.9,28.3,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:28:21,Class A,266274000,58.102122,10.943898,Under way using engine,,2.9,13.1,17.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:28:24,Class A,266274000,58.102122,10.943898,Under way using engine,,2.9,13.1,17.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:28:25,Class A,266274000,58.102173,10.94389,Under way using engine,,2.9,10.1,12.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:28:32,Class A,266274000,58.102257,10.943958,Under way using engine,,2.8,13.6,12.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:28:35,Class A,266274000,58.10229,10.943972,Under way using engine,,2.5,6.8,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:28:39,Class A,266274000,58.102343,10.943972,Under way using engine,,2.8,13.2,8.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:28:50,Class A,266274000,58.102483,10.944008,Under way using engine,,2.6,8.4,4.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:28:51,Class A,266274000,58.102508,10.944042,Under way using engine,,2.9,21.2,5.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:28:59,Class A,266274000,58.102597,10.944038,Under way using engine,,2.7,1.9,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:01,Class A,266274000,58.10262,10.944047,Under way using engine,0.0,2.6,3.4,8.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:06,Class A,266274000,58.102682,10.944087,Under way using engine,,2.6,5.9,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:08,Class A,266274000,58.102705,10.944088,Under way using engine,,2.8,9.1,9.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:18,Class A,266274000,58.102835,10.944183,Under way using engine,,2.8,30.4,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:20,Class A,266274000,58.102857,10.944178,Under way using engine,,2.9,1.2,16.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:21,Class A,266274000,58.102875,10.944157,Under way using engine,,2.9,1.2,15.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:25,Class A,266274000,58.10292,10.944177,Under way using engine,,2.9,24.8,15.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:35,Class A,266274000,58.103042,10.944243,Under way using engine,,2.9,8.8,12.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:39,Class A,266274000,58.10308,10.944327,Under way using engine,,2.9,36.7,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:42,Class A,266274000,58.103128,10.944332,Under way using engine,,2.7,359.3,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:46,Class A,266274000,58.103178,10.944352,Under way using engine,0.0,2.8,17.1,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:52,Class A,266274000,58.10325,10.944413,Under way using engine,,3.0,20.3,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:55,Class A,266274000,58.103287,10.9444,Under way using engine,,2.8,0.2,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:29:58,Class A,266274000,58.103333,10.944413,Under way using engine,,3.1,12.9,8.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:30:08,Class A,266274000,58.10346,10.944428,Under way using engine,0.0,3.2,358.9,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:30:28,Class A,266274000,58.103715,10.944542,Under way using engine,,3.0,1.5,12.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:30:39,Class A,266274000,58.103842,10.944607,Under way using engine,0.0,2.7,10.9,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:30:58,Class A,266274000,58.10408,10.944715,Under way using engine,,2.4,2.1,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:31:08,Class A,266274000,58.104207,10.944757,Under way using engine,,2.9,2.2,12.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:31:28,Class A,266274000,58.104457,10.944893,Under way using engine,,2.9,6.1,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:31:39,Class A,266274000,58.104593,10.944925,Under way using engine,,2.6,11.3,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:31:58,Class A,266274000,58.10485,10.945,Under way using engine,,2.9,12.8,9.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:32:08,Class A,266274000,58.104975,10.945047,Under way using engine,,2.7,15.2,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:32:28,Class A,266274000,58.105227,10.945148,Under way using engine,0.0,2.7,5.3,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:32:39,Class A,266274000,58.105362,10.945202,Under way using engine,,3.1,8.4,8.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:32:49,Class A,266274000,58.10549,10.945273,Under way using engine,,2.7,14.3,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:33:02,Class A,266274000,58.105657,10.945355,Under way using engine,,3.0,10.8,4.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:33:02,Class A,266274000,58.105657,10.945355,Under way using engine,,3.1,11.3,4.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:33:05,Class A,266274000,58.105703,10.945408,Under way using engine,0.0,3.0,19.5,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:33:12,Class A,266274000,58.105777,10.945397,Under way using engine,0.0,2.8,8.5,4.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:34:09,Class A,266274000,58.106528,10.945548,Under way using engine,,2.8,12.2,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:34:11,Class A,266274000,58.106553,10.945577,Under way using engine,,3.3,22.5,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:35:01,Class A,266274000,58.107205,10.945713,Under way using engine,,2.5,357.2,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:35:06,Class A,266274000,58.107257,10.945693,Under way using engine,,2.7,0.6,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:35:12,Class A,266274000,58.107333,10.945707,Under way using engine,,2.9,346.6,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:35:19,Class A,266274000,58.10742,10.945735,Under way using engine,,2.7,16.5,351.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:35:39,Class A,266274000,58.107677,10.945688,Under way using engine,,2.9,342.3,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:35:42,Class A,266274000,58.107718,10.945688,Under way using engine,,3.0,4.5,344.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:35:45,Class A,266274000,58.107762,10.945718,Under way using engine,,3.0,7.6,346.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:35:49,Class A,266274000,58.107813,10.94566,Under way using engine,,3.1,340.4,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:35:53,Class A,266274000,58.107868,10.945677,Under way using engine,,3.1,2.3,345.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:35:59,Class A,266274000,58.107938,10.945653,Under way using engine,,3.1,340.4,347.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:36:02,Class A,266274000,58.107985,10.945653,Under way using engine,,2.9,358.9,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:36:09,Class A,266274000,58.108078,10.945647,Under way using engine,,2.8,356.7,345.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:36:28,Class A,266274000,58.108327,10.945648,Under way using engine,,3.0,7.0,351.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:36:39,Class A,266274000,58.108463,10.945588,Under way using engine,,2.8,334.8,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:36:49,Class A,266274000,58.108603,10.94563,Under way using engine,,3.2,4.1,344.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:09,Class A,266274000,58.108868,10.945602,Under way using engine,,3.0,7.7,344.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:16,Class A,266274000,58.108957,10.945575,Under way using engine,,2.8,355.6,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:19,Class A,266274000,58.108997,10.94565,Under way using engine,,3.5,27.4,346.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:26,Class A,266274000,58.109087,10.94557,Under way using engine,,2.6,357.0,346.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:28,Class A,266274000,58.109113,10.945603,Under way using engine,,2.8,14.5,347.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:34,Class A,266274000,58.10919,10.94557,Under way using engine,,3.0,344.7,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:42,Class A,266274000,58.109293,10.945578,Under way using engine,,2.5,340.7,347.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:49,Class A,266274000,58.1094,10.945608,Under way using engine,,3.0,9.6,343.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:51,Class A,266274000,58.109422,10.945585,Under way using engine,,2.6,349.4,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:56,Class A,266274000,58.109482,10.945537,Under way using engine,,2.8,1.1,339.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:37:59,Class A,266274000,58.109525,10.945577,Under way using engine,,2.9,6.6,343.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:01,Class A,266274000,58.109543,10.945547,Under way using engine,,2.8,344.1,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:06,Class A,266274000,58.109605,10.945508,Under way using engine,,3.1,1.9,338.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:09,Class A,266274000,58.109645,10.945543,Under way using engine,,2.8,1.9,342.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:13,Class A,266274000,58.109688,10.945468,Under way using engine,,2.8,332.0,346.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:15,Class A,266274000,58.10971,10.94545,Under way using engine,,3.0,356.6,337.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:22,Class A,266274000,58.109803,10.945443,Under way using engine,,2.8,342.6,340.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:25,Class A,266274000,58.10984,10.94542,Under way using engine,,2.9,343.5,342.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:28,Class A,266274000,58.10988,10.945407,Under way using engine,,2.8,350.0,338.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:32,Class A,266274000,58.10994,10.945398,Under way using engine,,3.0,345.6,341.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:35,Class A,266274000,58.109973,10.945352,Under way using engine,,3.2,345.5,336.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:39,Class A,266274000,58.110028,10.945345,Under way using engine,,3.2,346.7,335.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:41,Class A,266274000,58.110058,10.94533,Under way using engine,,2.8,348.1,334.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:44,Class A,266274000,58.110112,10.945308,Under way using engine,,3.2,344.7,338.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:52,Class A,266274000,58.110208,10.945275,Under way using engine,,3.1,352.9,335.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:56,Class A,266274000,58.110255,10.945218,Under way using engine,,3.0,338.9,336.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:38:59,Class A,266274000,58.11029,10.945197,Under way using engine,,3.1,343.9,335.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:39:09,Class A,266274000,58.110428,10.945152,Under way using engine,,3.0,350.8,336.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 14:39:19,Class A,266274000,58.110562,10.945067,Under way using engine,,3.1,333.3,336.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
