# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:57,Class A,266472000,57.93338,11.69757,At anchor,0.2,0.1,29.7,209.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:47:35,Class A,266472000,57.933335,11.697712,At anchor,0.2,0.1,44.1,213.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 00:47:57,Class A,266472000,57.933355,11.697732,At anchor,-0.0,0.1,24.9,214.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 00:53:57,Class A,266472000,57.933315,11.69766,At anchor,0.2,0.1,2.3,211.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 00:56:57,Class A,266472000,57.933302,11.697633,At anchor,-0.2,0.0,213.8,212.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 00:59:57,Class A,266472000,57.933348,11.697645,At anchor,0.4,0.1,236.5,213.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:02:57,Class A,266472000,57.933382,11.697592,At anchor,0.0,0.0,344.7,209.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:05:35,Class A,266472000,57.933382,11.697592,At anchor,0.0,0.0,344.7,209.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:05:57,Class A,266472000,57.933403,11.697505,At anchor,-0.2,0.0,347.9,207.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:08:57,Class A,266472000,57.933398,11.697463,At anchor,0.4,0.0,318.2,206.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:11:57,Class A,266472000,57.933395,11.69743,At anchor,0.0,0.0,223.2,205.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:17:35,Class A,266472000,57.933395,11.69743,At anchor,0.0,0.0,223.2,205.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:26:57,Class A,266472000,57.933358,11.697402,At anchor,-0.4,0.1,238.3,209.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:29:35,Class A,266472000,57.933358,11.697402,At anchor,-0.4,0.1,238.3,209.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:35:35,Class A,266472000,57.933358,11.697402,At anchor,-0.4,0.1,238.3,209.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:38:57,Class A,266472000,57.933338,11.697638,At anchor,3.6,0.1,159.3,214.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:44:57,Class A,266472000,57.933347,11.69767,At anchor,0.4,0.1,248.2,209.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:47:57,Class A,266472000,57.933325,11.697783,At anchor,4.5,0.1,196.5,212.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:50:57,Class A,266472000,57.93332,11.697842,At anchor,2.2,0.1,184.0,216.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:56:57,Class A,266472000,57.933257,11.69796,At anchor,-0.4,0.1,146.4,220.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 01:59:35,Class A,266472000,57.933257,11.69796,At anchor,-0.4,0.1,146.4,220.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:02:57,Class A,266472000,57.93321,11.697977,At anchor,-2.9,0.0,254.3,221.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:08:57,Class A,266472000,57.933238,11.697982,At anchor,0.2,0.1,276.2,222.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:14:57,Class A,266472000,57.93325,11.697918,At anchor,3.6,0.1,107.8,217.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:17:35,Class A,266472000,57.93325,11.697918,At anchor,3.6,0.1,107.8,217.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:20:57,Class A,266472000,57.93321,11.698008,At anchor,0.2,0.0,0.4,221.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:23:35,Class A,266472000,57.93321,11.698008,At anchor,0.2,0.0,0.4,221.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:29:35,Class A,266472000,57.93321,11.698008,At anchor,0.2,0.0,0.4,221.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:30:48,Class A,266472000,57.933302,11.697912,At anchor,0.2,0.0,11.5,217.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:30:57,Class A,266472000,57.933302,11.697912,At anchor,0.2,0.0,11.5,217.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:36:49,Class A,266472000,57.93326,11.697885,At anchor,0.2,0.1,323.2,219.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:36:54,Class A,266472000,57.93326,11.697885,At anchor,0.2,0.1,323.2,219.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:42:49,Class A,266472000,57.933295,11.697875,At anchor,2.9,0.1,63.6,218.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:45:49,Class A,266472000,57.933262,11.697938,At anchor,0.0,0.2,25.0,219.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:48:49,Class A,266472000,57.933273,11.697952,At anchor,0.2,0.1,6.9,222.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:54:49,Class A,266472000,57.933295,11.697875,At anchor,-2.9,0.1,327.6,216.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 02:54:54,Class A,266472000,57.933295,11.697875,At anchor,-2.9,0.1,327.6,216.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:00:49,Class A,266472000,57.933297,11.697887,At anchor,0.0,0.1,352.9,219.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:03:49,Class A,266472000,57.933295,11.697827,At anchor,-1.6,0.1,329.2,217.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:06:49,Class A,266472000,57.93332,11.69779,At anchor,-2.2,0.1,333.1,215.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:06:54,Class A,266472000,57.93332,11.69779,At anchor,-2.2,0.1,333.1,215.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:09:49,Class A,266472000,57.93332,11.697797,At anchor,-0.4,0.1,250.7,216.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:12:49,Class A,266472000,57.933313,11.697792,At anchor,-2.2,0.0,347.1,212.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:15:49,Class A,266472000,57.933292,11.697903,At anchor,2.9,0.1,155.5,218.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:18:54,Class A,266472000,57.933292,11.697903,At anchor,2.9,0.1,155.5,218.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:21:49,Class A,266472000,57.933298,11.697878,At anchor,-0.4,0.1,222.7,219.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:24:49,Class A,266472000,57.933303,11.697845,At anchor,-0.4,0.1,277.5,216.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:27:49,Class A,266472000,57.933303,11.697785,At anchor,-0.4,0.1,310.3,214.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:30:49,Class A,266472000,57.933303,11.697772,At anchor,0.2,0.1,295.2,215.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:33:49,Class A,266472000,57.933288,11.697827,At anchor,1.1,0.0,209.9,220.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:36:49,Class A,266472000,57.933273,11.697938,At anchor,-2.2,0.0,217.7,221.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:36:54,Class A,266472000,57.933273,11.697938,At anchor,-2.2,0.0,217.7,221.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:39:49,Class A,266472000,57.93327,11.698025,At anchor,-0.4,0.1,67.3,221.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:42:49,Class A,266472000,57.933267,11.698047,At anchor,-0.4,0.0,15.6,221.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:45:49,Class A,266472000,57.933247,11.697983,At anchor,-0.4,0.1,225.1,220.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:48:49,Class A,266472000,57.933258,11.69799,At anchor,2.2,0.1,233.4,223.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:48:54,Class A,266472000,57.933258,11.69799,At anchor,2.2,0.1,233.4,223.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:51:17,Class A,266472000,57.93313,11.697698,Under way using engine,-0.7,0.6,222.4,216.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:51:27,Class A,266472000,57.933107,11.697663,Under way using engine,-0.2,0.6,219.4,216.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:51:37,Class A,266472000,57.933083,11.69763,Under way using engine,-0.4,0.6,219.2,216.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:51:48,Class A,266472000,57.933055,11.697595,Under way using engine,-0.4,0.6,216.8,217.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:51:49,Class A,266472000,57.933055,11.697595,Under way using engine,-0.4,0.6,216.8,217.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:52:27,Class A,266472000,57.932955,11.697485,Under way using engine,2.2,0.6,210.8,218.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:52:37,Class A,266472000,57.932928,11.697457,Under way using engine,3.6,0.6,210.7,218.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:52:48,Class A,266472000,57.932902,11.697428,Under way using engine,2.9,0.6,210.9,219.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:52:58,Class A,266472000,57.932877,11.697403,Under way using engine,-0.2,0.6,210.4,219.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:53:17,Class A,266472000,57.932828,11.697347,Under way using engine,0.4,0.6,213.4,220.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:53:27,Class A,266472000,57.932807,11.697323,Under way using engine,2.2,0.6,211.2,220.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:53:48,Class A,266472000,57.932755,11.697262,Under way using engine,3.6,0.6,213.2,221.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:53:58,Class A,266472000,57.93273,11.697235,Under way using engine,2.9,0.6,211.4,221.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:54:17,Class A,266472000,57.932683,11.697185,Under way using engine,3.6,0.6,210.7,222.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:54:27,Class A,266472000,57.932658,11.697163,Under way using engine,4.5,0.6,206.8,223.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:54:48,Class A,266472000,57.932598,11.697105,Under way using engine,5.4,0.5,203.6,224.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:54:54,Class A,266472000,57.932598,11.697105,Under way using engine,5.4,0.5,203.6,224.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:54:58,Class A,266472000,57.932573,11.697082,Under way using engine,6.4,0.5,202.7,225.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:55:17,Class A,266472000,57.932527,11.697045,Under way using engine,6.4,0.5,202.1,227.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:55:27,Class A,266472000,57.932505,11.697027,Under way using engine,5.4,0.5,203.6,228.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:55:37,Class A,266472000,57.93248,11.697003,Under way using engine,5.4,0.5,206.1,229.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:55:48,Class A,266472000,57.93246,11.696982,Under way using engine,3.6,0.5,209.2,230.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:55:58,Class A,266472000,57.93244,11.696958,Under way using engine,2.2,0.5,211.5,231.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:56:07,Class A,266472000,57.932422,11.696927,Under way using engine,0.4,0.5,219.4,231.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:56:18,Class A,266472000,57.932407,11.696887,Under way using engine,-4.5,0.5,228.6,230.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:56:27,Class A,266472000,57.932387,11.696847,Under way using engine,-4.5,0.6,231.1,230.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:56:37,Class A,266472000,57.932367,11.696805,Under way using engine,-3.6,0.7,231.4,229.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:56:49,Class A,266472000,57.93234,11.69675,Under way using engine,-2.2,0.7,230.9,229.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:56:58,Class A,266472000,57.932318,11.696703,Under way using engine,-2.2,0.7,229.9,228.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:57:07,Class A,266472000,57.932293,11.69665,Under way using engine,-2.2,0.7,228.4,228.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:57:37,Class A,266472000,57.932225,11.696505,Under way using engine,-2.9,0.7,229.5,227.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:57:49,Class A,266472000,57.932203,11.696457,Under way using engine,-6.4,0.7,227.9,227.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:57:58,Class A,266472000,57.932183,11.696417,Under way using engine,-6.4,0.7,228.4,227.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:58:07,Class A,266472000,57.93216,11.696377,Under way using engine,-4.5,0.6,225.8,226.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:58:38,Class A,266472000,57.93209,11.696253,Under way using engine,0.0,0.6,223.5,224.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:58:49,Class A,266472000,57.932067,11.696228,Under way using engine,2.2,0.6,218.7,224.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:59:07,Class A,266472000,57.93203,11.696183,Under way using engine,2.2,0.5,217.5,224.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:59:38,Class A,266472000,57.931992,11.696162,Under way using engine,7.5,0.2,189.9,226.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:59:49,Class A,266472000,57.931987,11.696172,Under way using engine,6.4,0.1,145.3,227.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
26/11/2024 03:59:59,Class A,266472000,57.931983,11.696188,Under way using engine,8.7,0.2,114.3,229.0,9310317,SGOX,LEXUS,Tanker,,13.0,88.0,GPS,5.2,SESTE,25/11/2024 08:00:00,AIS,69.0,19.0,8.0,5.0
