# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:49,Class A,219250000,56.69284,8.222095,Moored,0.0,0.0,0.0,257.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:02:58,Class A,219250000,56.69284,8.222095,Moored,0.0,0.0,0.0,257.0,8301967,OXHO2,JUPITER,SAR,,8.0,35.0,GPS,3.5,THYBOROEN,01/07/2025 08:00:00,AIS,20.0,15.0,4.0,4.0
26/11/2024 00:02:58,Class A,219250000,56.69284,8.222095,Moored,0.0,0.0,0.0,257.0,8301967,OXHO2,JUPITER,SAR,,8.0,35.0,GPS,3.5,THYBOROEN,01/07/2025 08:00:00,AIS,20.0,15.0,4.0,4.0
26/11/2024 00:05:50,Class A,219250000,56.69284,8.222098,Moored,0.0,0.0,0.0,257.0,8301967,OXHO2,JUPITER,SAR,,8.0,35.0,GPS,3.5,THYBOROEN,01/07/2025 08:00:00,AIS,20.0,15.0,4.0,4.0
26/11/2024 00:05:50,Class A,219250000,56.69284,8.222098,Moored,0.0,0.0,0.0,257.0,8301967,OXHO2,JUPITER,SAR,,8.0,35.0,GPS,3.5,THYBOROEN,01/07/2025 08:00:00,AIS,20.0,15.0,4.0,4.0
26/11/2024 00:08:48,Class A,219250000,56.692857,8.222103,Moored,0.0,0.0,0.0,257.0,8301967,OXHO2,JUPITER,SAR,,8.0,35.0,GPS,3.5,THYBOROEN,01/07/2025 08:00:00,AIS,20.0,15.0,4.0,4.0
26/11/2024 00:08:48,Class A,219250000,56.692857,8.222103,Moored,0.0,0.0,0.0,257.0,8301967,OXHO2,JUPITER,SAR,,8.0,35.0,GPS,3.5,THYBOROEN,01/07/2025 08:00:00,AIS,20.0,15.0,4.0,4.0
26/11/2024 00:08:58,Class A,219250000,56.692857,8.222103,Moored,0.0,0.0,0.0,257.0,8301967,OXHO2,JUPITER,SAR,,8.0,35.0,GPS,3.5,THYBOROEN,01/07/2025 08:00:00,AIS,20.0,15.0,4.0,4.0
26/11/2024 00:11:50,Class A,219250000,56.692825,8.222062,Moored,0.0,0.0,0.0,258.0,8301967,OXHO2,JUPITER,SAR,,8.0,35.0,GPS,3.5,THYBOROEN,01/07/2025 08:00:00,AIS,20.0,15.0,4.0,4.0
26/11/2024 00:11:50,Class A,219250000,56.692825,8.222062,Moored,0.0,0.0,0.0,258.0,8301967,OXHO2,JUPITER,SAR,,8.0,35.0,GPS,3.5,THYBOROEN,01/07/2025 08:00:00,AIS,20.0,15.0,4.0,4.0
26/11/2024 00:14:48,Class A,219250000,56.69281,8.222108,Moored,0.0,0.0,0.0,258.0,8301967,OXHO2,JUPITER,SAR,,8.0,35.0,GPS,3.5,THYBOROEN,01/07/2025 08:00:00,AIS,20.0,15.0,4.0,4.0
