# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:01:38,Class A,231074000,57.716842,10.584483,Moored,0.0,0.0,244.8,257.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:04:29,Class A,231074000,57.716842,10.584483,Moored,0.0,0.0,244.8,257.0,9458559,OZ2070,THOR ALPHA,Other,,12.0,55.0,GPS,3.1,DK SKA,16/11/2024 07:00:00,AIS,20.0,35.0,4.0,8.0
26/11/2024 00:04:29,Class A,231074000,57.716842,10.584483,Moored,0.0,0.0,244.8,257.0,9458559,OZ2070,THOR ALPHA,Other,,12.0,55.0,GPS,3.1,DK SKA,16/11/2024 07:00:00,AIS,20.0,35.0,4.0,8.0
26/11/2024 00:04:37,Class A,231074000,57.716882,10.584487,Moored,0.0,0.0,261.5,257.0,9458559,OZ2070,THOR ALPHA,Other,,12.0,55.0,GPS,3.1,DK SKA,16/11/2024 07:00:00,AIS,20.0,35.0,4.0,8.0
26/11/2024 00:04:37,Class A,231074000,57.716882,10.584487,Moored,0.0,0.0,261.5,257.0,9458559,OZ2070,THOR ALPHA,Other,,12.0,55.0,GPS,3.1,DK SKA,16/11/2024 07:00:00,AIS,20.0,35.0,4.0,8.0
26/11/2024 00:07:38,Class A,231074000,57.716852,10.584468,Moored,0.0,0.0,222.1,258.0,9458559,OZ2070,THOR ALPHA,Other,,12.0,55.0,GPS,3.1,DK SKA,16/11/2024 07:00:00,AIS,20.0,35.0,4.0,8.0
26/11/2024 00:10:29,Class A,231074000,57.716852,10.584468,Moored,0.0,0.0,222.1,258.0,9458559,OZ2070,THOR ALPHA,Other,,12.0,55.0,GPS,3.1,DK SKA,16/11/2024 07:00:00,AIS,20.0,35.0,4.0,8.0
26/11/2024 00:10:39,Class A,231074000,57.716862,10.584438,Moored,0.0,0.0,266.4,258.0,9458559,OZ2070,THOR ALPHA,Other,,12.0,55.0,GPS,3.1,DK SKA,16/11/2024 07:00:00,AIS,20.0,35.0,4.0,8.0
26/11/2024 00:13:39,Class A,231074000,57.716858,10.584487,Moored,0.0,0.0,275.2,258.0,9458559,OZ2070,THOR ALPHA,Other,,12.0,55.0,GPS,3.1,DK SKA,16/11/2024 07:00:00,AIS,20.0,35.0,4.0,8.0
26/11/2024 00:13:39,Class A,231074000,57.716858,10.584487,Moored,0.0,0.0,275.2,258.0,9458559,OZ2070,THOR ALPHA,Other,,12.0,55.0,GPS,3.1,DK SKA,16/11/2024 07:00:00,AIS,20.0,35.0,4.0,8.0
26/11/2024 00:16:29,Class A,231074000,57.716858,10.584487,Moored,0.0,0.0,275.2,258.0,9458559,OZ2070,THOR ALPHA,Other,,12.0,55.0,GPS,3.1,DK SKA,16/11/2024 07:00:00,AIS,20.0,35.0,4.0,8.0
