# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:45,Class A,211551940,54.470177,9.03654,Moored,0.0,0.0,163.2,155.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:05:23,Class A,211551940,54.470177,9.03654,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
26/11/2024 00:05:43,Class A,211551940,54.470213,9.036593,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
26/11/2024 00:08:45,Class A,211551940,54.470217,9.036633,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
26/11/2024 00:11:24,Class A,211551940,54.470217,9.036633,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
26/11/2024 00:11:42,Class A,211551940,54.47022,9.036597,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
26/11/2024 00:14:44,Class A,211551940,54.470197,9.036588,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
26/11/2024 00:17:23,Class A,211551940,54.470197,9.036588,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
26/11/2024 00:17:43,Class A,211551940,54.47022,9.036607,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
26/11/2024 00:20:45,Class A,211551940,54.470217,9.036555,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
26/11/2024 00:23:42,Class A,211551940,54.470185,9.03656,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
26/11/2024 00:26:46,Class A,211551940,54.470195,9.036595,Moored,0.0,0.0,163.2,155.0,9604378,DKBI,SCHLESWIG-HOLSTEIN,Passenger,No additional information,17.0,76.0,GPS,1.8,DEHUS,28/11/2024 06:00:00,AIS,38.0,38.0,8.0,9.0
