# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:40:30,Class A,219029722,57.690898,11.881652,Under way using engine,0.0,0.2,179.7,205.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:40:31,Class A,219029722,57.690898,11.881652,Under way using engine,0.0,0.2,179.7,205.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:40:40,Class A,219029722,57.69088,11.881655,Under way using engine,0.0,0.3,174.3,204.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:40:50,Class A,219029722,57.690862,11.881663,Under way using engine,0.0,0.4,168.7,204.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:41:00,Class A,219029722,57.690837,11.881663,Under way using engine,0.0,0.4,171.0,203.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:41:30,Class A,219029722,57.690755,11.881635,Under way using engine,0.0,0.6,191.7,202.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:41:40,Class A,219029722,57.690722,11.881615,Under way using engine,0.0,0.7,195.1,202.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:41:50,Class A,219029722,57.690688,11.881597,Under way using engine,0.0,0.7,196.9,201.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:42:40,Class A,219029722,57.690452,11.88148,Under way using engine,0.0,1.1,193.4,201.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:43:00,Class A,219029722,57.690318,11.88143,Under way using engine,0.0,1.5,192.3,203.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:43:20,Class A,219029722,57.690155,11.881342,Under way using engine,0.0,1.8,197.5,205.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:43:40,Class A,219029722,57.689972,11.881207,Under way using engine,0.0,2.2,201.9,207.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:43:55,Class A,219029722,57.689823,11.88109,Under way using engine,,2.4,202.5,209.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:44:00,Class A,219029722,57.689755,11.881042,Under way using engine,,2.6,202.1,210.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:44:14,Class A,219029722,57.689602,11.880915,Under way using engine,,2.8,204.8,213.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:44:20,Class A,219029722,57.689532,11.880847,Under way using engine,,2.8,206.8,214.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:44:27,Class A,219029722,57.689433,11.880745,Under way using engine,,2.9,209.0,216.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:45:20,Class A,219029722,57.688797,11.879798,Under way using engine,0.0,3.5,223.0,223.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:45:30,Class A,219029722,57.688677,11.879577,Under way using engine,0.0,3.6,224.9,224.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:47:01,Class A,219029722,57.687648,11.877107,Under way using engine,0.0,3.9,246.1,248.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:48:31,Class A,219029722,57.687348,11.875015,Under way using engine,0.0,1.5,250.2,242.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:51:20,Class A,219029722,57.688002,11.875698,Under way using engine,0.0,2.5,33.5,214.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:52:20,Class A,219029722,57.688612,11.876383,Under way using engine,0.0,2.5,31.9,214.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:52:40,Class A,219029722,57.688792,11.876635,Under way using engine,0.0,2.5,35.6,217.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:52:51,Class A,219029722,57.688893,11.87676,Under way using engine,0.0,2.4,35.9,217.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:53:00,Class A,219029722,57.688975,11.876868,Under way using engine,0.0,2.4,35.8,217.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:53:11,Class A,219029722,57.689077,11.877007,Under way using engine,0.0,2.4,34.8,217.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:53:11,Class A,219029722,57.689077,11.877007,Under way using engine,0.0,2.4,34.8,217.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:53:20,Class A,219029722,57.689165,11.87712,Under way using engine,0.0,2.4,34.1,216.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:53:51,Class A,219029722,57.68944,11.877477,Under way using engine,0.0,2.3,35.0,215.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:53:51,Class A,219029722,57.68944,11.877477,Under way using engine,0.0,2.3,35.0,215.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:54:20,Class A,219029722,57.689695,11.877833,Under way using engine,0.0,2.3,37.2,216.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:54:31,Class A,219029722,57.689783,11.877963,Under way using engine,0.0,2.0,38.2,217.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:55:00,Class A,219029722,57.689928,11.878165,Under way using engine,0.0,1.0,37.0,214.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:55:20,Class A,219029722,57.68999,11.878245,Under way using engine,0.0,0.8,36.3,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:55:51,Class A,219029722,57.690022,11.878338,Under way using engine,0.0,0.2,63.5,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:56:00,Class A,219029722,57.69002,11.878347,Under way using engine,0.0,0.1,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:56:20,Class A,219029722,57.690017,11.878353,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:56:31,Class A,219029722,57.690017,11.878355,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:56:51,Class A,219029722,57.690012,11.87836,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:57:00,Class A,219029722,57.690012,11.87836,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:57:20,Class A,219029722,57.69001,11.87836,Under way using engine,0.0,0.0,75.9,212.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:57:31,Class A,219029722,57.69001,11.878373,Under way using engine,0.0,0.0,75.9,212.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:57:40,Class A,219029722,57.69001,11.878378,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:57:51,Class A,219029722,57.690013,11.878372,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:57:51,Class A,219029722,57.690013,11.878372,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:58:00,Class A,219029722,57.690012,11.878368,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:58:20,Class A,219029722,57.690013,11.87836,Under way using engine,0.0,0.0,75.9,210.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:58:21,Class A,219029722,57.690013,11.87836,Under way using engine,0.0,0.0,75.9,210.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:58:31,Class A,219029722,57.690013,11.878357,Under way using engine,0.0,0.0,75.9,210.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:58:40,Class A,219029722,57.690012,11.878353,Under way using engine,0.0,0.0,75.9,210.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:58:51,Class A,219029722,57.690008,11.87835,Under way using engine,0.0,0.0,75.9,210.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:59:00,Class A,219029722,57.690005,11.878352,Under way using engine,0.0,0.0,75.9,210.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:59:11,Class A,219029722,57.69,11.87836,Under way using engine,0.0,0.0,75.9,210.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:59:41,Class A,219029722,57.689997,11.878367,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 00:59:51,Class A,219029722,57.689997,11.878358,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:00:00,Class A,219029722,57.689993,11.878368,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:00:11,Class A,219029722,57.689992,11.878387,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:00:41,Class A,219029722,57.689988,11.87838,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:00:51,Class A,219029722,57.689987,11.878372,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:01:00,Class A,219029722,57.689992,11.878362,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:01:11,Class A,219029722,57.689992,11.878357,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:01:20,Class A,219029722,57.689988,11.878362,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:01:41,Class A,219029722,57.689982,11.878365,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:02:00,Class A,219029722,57.689982,11.878362,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:02:20,Class A,219029722,57.68998,11.878372,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:02:41,Class A,219029722,57.689983,11.878373,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:03:00,Class A,219029722,57.689992,11.878365,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:03:20,Class A,219029722,57.689997,11.878353,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:03:41,Class A,219029722,57.689997,11.878368,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:04:00,Class A,219029722,57.689997,11.878367,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:04:11,Class A,219029722,57.689998,11.878363,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:04:20,Class A,219029722,57.69,11.87836,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:04:24,Class A,219029722,57.69,11.87836,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:04:41,Class A,219029722,57.690003,11.878353,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:05:11,Class A,219029722,57.690003,11.878347,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:05:20,Class A,219029722,57.690002,11.878345,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:05:31,Class A,219029722,57.690002,11.878345,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:05:41,Class A,219029722,57.690002,11.878342,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:06:20,Class A,219029722,57.689998,11.87835,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:06:31,Class A,219029722,57.689998,11.878353,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:06:41,Class A,219029722,57.69,11.878353,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:07:20,Class A,219029722,57.690005,11.87835,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:07:31,Class A,219029722,57.690007,11.878347,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:07:40,Class A,219029722,57.690007,11.878345,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:08:01,Class A,219029722,57.690005,11.878343,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:08:10,Class A,219029722,57.690008,11.87834,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
26/11/2024 01:08:20,Class A,219029722,57.690008,11.87834,Under way using engine,0.0,0.0,75.9,211.0,9909649,OZBH2,TERN ISLAND,Tanker,No additional information,22.0,147.0,GPS,6.7,GOTHENBURG,24/11/2024 02:00:00,AIS,122.0,25.0,3.0,19.0
