# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 20:37:46,Class A,257942000,54.100275,9.329342,Under way using engine,0.0,6.8,8.7,7.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 21:13:46,Class A,257942000,54.15495,9.378563,Under way using engine,0.0,6.8,59.8,62.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:14:58,Class A,257942000,54.155997,9.381972,Under way using engine,0.0,6.7,63.7,66.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:15:37,Class A,257942000,54.156523,9.383863,Under way using engine,0.0,6.7,65.6,66.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:15:58,Class A,257942000,54.156773,9.38482,Under way using engine,0.0,6.7,65.2,67.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:17:58,Class A,257942000,54.15827,9.390638,Under way using engine,0.0,6.7,66.8,67.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:18:17,Class A,257942000,54.158517,9.391612,Under way using engine,0.0,6.7,66.8,68.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:18:27,Class A,257942000,54.158638,9.3921,Under way using engine,0.0,6.8,67.1,68.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:18:58,Class A,257942000,54.158997,9.393605,Under way using engine,0.0,6.8,67.0,68.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:19:17,Class A,257942000,54.159222,9.394608,Under way using engine,0.0,6.8,67.0,68.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:19:36,Class A,257942000,54.159477,9.395555,Under way using engine,0.0,6.8,67.2,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:20:06,Class A,257942000,54.159843,9.397013,Under way using engine,0.0,6.8,67.9,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:20:17,Class A,257942000,54.159965,9.397562,Under way using engine,0.0,6.8,68.3,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:20:27,Class A,257942000,54.160077,9.39808,Under way using engine,0.0,6.8,68.0,68.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:21:06,Class A,257942000,54.160543,9.400007,Under way using engine,0.0,6.8,68.0,68.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:22:27,Class A,257942000,54.161493,9.404002,Under way using engine,0.0,6.8,68.5,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:25:58,Class A,257942000,54.163993,9.414362,Under way using engine,0.0,6.8,66.8,67.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:26:16,Class A,257942000,54.16423,9.4153,Under way using engine,0.0,6.8,66.6,66.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:26:28,Class A,257942000,54.16436,9.415842,Under way using engine,0.0,6.8,66.3,66.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:26:58,Class A,257942000,54.164722,9.417313,Under way using engine,0.0,6.7,65.0,65.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:27:06,Class A,257942000,54.164835,9.417745,Under way using engine,0.0,6.7,64.9,65.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:27:16,Class A,257942000,54.164967,9.41823,Under way using engine,0.0,6.7,64.7,65.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:27:47,Class A,257942000,54.165377,9.419713,Under way using engine,0.0,6.8,64.4,64.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:28:47,Class A,257942000,54.16623,9.42263,Under way using engine,0.0,6.8,61.6,62.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:29:06,Class A,257942000,54.166505,9.423565,Under way using engine,0.0,6.8,61.6,62.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:29:28,Class A,257942000,54.166848,9.424627,Under way using engine,0.0,6.8,61.3,62.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:29:47,Class A,257942000,54.167142,9.425512,Under way using engine,0.0,6.7,61.2,62.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:30:06,Class A,257942000,54.167425,9.426397,Under way using engine,0.0,6.7,61.2,62.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:30:16,Class A,257942000,54.167578,9.426865,Under way using engine,0.0,6.7,61.2,62.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:30:28,Class A,257942000,54.167758,9.42736,Under way using engine,0.0,6.7,61.3,62.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:31:17,Class A,257942000,54.168515,9.429688,Under way using engine,0.0,6.7,61.2,61.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:31:28,Class A,257942000,54.168687,9.43019,Under way using engine,0.0,6.7,60.9,62.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:32:17,Class A,257942000,54.169377,9.432415,Under way using engine,0.0,6.7,61.4,61.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:32:28,Class A,257942000,54.169562,9.432982,Under way using engine,0.0,6.8,61.6,61.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:32:47,Class A,257942000,54.16984,9.433807,Under way using engine,0.0,6.8,60.3,61.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:32:56,Class A,257942000,54.169993,9.434265,Under way using engine,0.0,6.8,60.3,61.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:33:17,Class A,257942000,54.170325,9.43525,Under way using engine,0.0,6.8,60.5,61.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:34:26,Class A,257942000,54.171378,9.438497,Under way using engine,0.0,6.8,60.6,60.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:35:26,Class A,257942000,54.172303,9.441315,Under way using engine,0.0,6.8,60.9,62.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:35:47,Class A,257942000,54.1726,9.442263,Under way using engine,0.0,6.8,61.7,63.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:36:17,Class A,257942000,54.173028,9.443703,Under way using engine,0.0,6.8,63.0,64.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:38:26,Class A,257942000,54.174783,9.450027,Under way using engine,0.0,6.8,64.2,63.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:39:16,Class A,257942000,54.17548,9.452427,Under way using engine,0.0,6.8,64.3,65.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:39:27,Class A,257942000,54.175627,9.452967,Under way using engine,0.0,6.8,64.8,65.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:40:16,Class A,257942000,54.176267,9.45535,Under way using engine,0.0,6.7,65.9,66.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:40:27,Class A,257942000,54.176407,9.455888,Under way using engine,0.0,6.7,66.1,67.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:40:46,Class A,257942000,54.176635,9.456815,Under way using engine,0.0,6.7,67.3,68.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:40:58,Class A,257942000,54.176762,9.457358,Under way using engine,0.0,6.7,68.1,68.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:41:08,Class A,257942000,54.176875,9.457857,Under way using engine,0.0,6.7,68.5,68.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:41:16,Class A,257942000,54.17698,9.458303,Under way using engine,0.0,6.7,68.1,68.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:41:58,Class A,257942000,54.177462,9.460393,Under way using engine,0.0,6.7,68.7,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:42:16,Class A,257942000,54.177658,9.461287,Under way using engine,0.0,6.7,69.4,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:42:27,Class A,257942000,54.177777,9.461835,Under way using engine,0.0,6.7,70.0,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:42:58,Class A,257942000,54.178113,9.46339,Under way using engine,0.0,6.7,69.6,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:43:27,Class A,257942000,54.178422,9.464857,Under way using engine,0.0,6.8,70.2,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:43:36,Class A,257942000,54.17852,9.46531,Under way using engine,0.0,6.8,69.7,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:43:46,Class A,257942000,54.17863,9.465815,Under way using engine,0.0,6.8,69.8,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:43:58,Class A,257942000,54.178758,9.466427,Under way using engine,0.0,6.8,70.1,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:44:08,Class A,257942000,54.178852,9.466883,Under way using engine,0.0,6.8,70.4,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:44:17,Class A,257942000,54.17895,9.467342,Under way using engine,0.0,6.8,70.3,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:44:27,Class A,257942000,54.179068,9.467903,Under way using engine,0.0,6.8,70.1,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:44:46,Class A,257942000,54.179273,9.468872,Under way using engine,0.0,6.8,69.8,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:44:58,Class A,257942000,54.179402,9.469483,Under way using engine,0.0,6.8,69.8,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:45:07,Class A,257942000,54.1795,9.469942,Under way using engine,0.0,6.8,69.9,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:45:17,Class A,257942000,54.179597,9.470398,Under way using engine,0.0,6.8,69.8,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:45:36,Class A,257942000,54.179812,9.471405,Under way using engine,0.0,6.8,70.0,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:46:07,Class A,257942000,54.180137,9.472975,Under way using engine,0.0,6.8,70.3,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:46:17,Class A,257942000,54.180247,9.473472,Under way using engine,0.0,6.8,69.9,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:46:20,Class A,257942000,54.180247,9.473472,Under way using engine,0.0,6.8,69.9,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:46:27,Class A,257942000,54.180353,9.473977,Under way using engine,0.0,6.8,70.2,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:46:36,Class A,257942000,54.180445,9.474433,Under way using engine,0.0,6.8,70.5,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:46:58,Class A,257942000,54.180667,9.475487,Under way using engine,0.0,6.7,70.7,72.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:47:07,Class A,257942000,54.180767,9.47599,Under way using engine,0.0,6.7,71.7,71.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:47:17,Class A,257942000,54.180853,9.476437,Under way using engine,0.0,6.7,72.0,71.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:47:27,Class A,257942000,54.18095,9.476938,Under way using engine,0.0,6.7,72.0,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:47:36,Class A,257942000,54.181048,9.47744,Under way using engine,0.0,6.7,71.1,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:48:17,Class A,257942000,54.18147,9.479483,Under way using engine,0.0,6.6,70.4,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:48:36,Class A,257942000,54.181665,9.480437,Under way using engine,0.0,6.6,70.5,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:49:17,Class A,257942000,54.182078,9.482437,Under way using engine,0.0,6.7,70.2,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:51:16,Class A,257942000,54.18334,9.488427,Under way using engine,0.0,6.7,70.2,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:52:06,Class A,257942000,54.183862,9.490943,Under way using engine,0.0,6.7,70.4,71.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:52:16,Class A,257942000,54.183963,9.491447,Under way using engine,0.0,6.7,70.8,71.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:52:21,Class A,257942000,54.183963,9.491447,Under way using engine,0.0,6.7,70.8,71.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:52:58,Class A,257942000,54.184402,9.493538,Under way using engine,0.0,6.7,70.4,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:53:06,Class A,257942000,54.184487,9.493935,Under way using engine,0.0,6.7,70.4,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:53:16,Class A,257942000,54.184593,9.494435,Under way using engine,0.0,6.7,70.1,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:53:28,Class A,257942000,54.184718,9.495032,Under way using engine,0.0,6.6,70.3,70.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
26/11/2024 21:54:16,Class A,257942000,54.185222,9.497423,Under way using engine,0.0,6.7,70.6,69.0,9346512,LAFY6,NORDIC SAGA,Tanker,Category Z,14.0,89.0,GPS,5.2,DK FRC,27/11/2024 14:00:00,AIS,72.0,17.0,8.0,6.0
