# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:38,Class A,220466000,55.698093,12.635222,Moored,,0.0,118.8,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:02:03,Class A,220466000,55.698093,12.635222,Moored,,0.0,118.8,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:06:38,Class A,220466000,55.69814,12.6352,Moored,,0.4,292.0,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:08:03,Class A,220466000,55.69814,12.6352,Moored,,0.4,292.0,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:09:39,Class A,220466000,55.698585,12.6346,Moored,,0.5,71.3,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:11:23,Class A,220466000,55.698777,12.633627,Moored,,4.6,331.3,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:11:32,Class A,220466000,55.69901,12.633475,Moored,,5.2,338.8,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:11:43,Class A,220466000,55.699295,12.633337,Moored,,5.7,343.6,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:11:53,Class A,220466000,55.699567,12.63323,Moored,,5.9,346.9,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:12:02,Class A,220466000,55.699813,12.633173,Moored,,6.1,350.1,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:12:12,Class A,220466000,55.700108,12.633113,Moored,,6.2,352.6,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:12:23,Class A,220466000,55.700403,12.633068,Moored,,6.3,355.0,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:12:23,Class A,220466000,55.700403,12.633068,Moored,,6.3,355.0,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:12:32,Class A,220466000,55.700702,12.63303,Moored,,6.3,356.2,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:12:43,Class A,220466000,55.701027,12.632998,Moored,,6.4,357.3,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:12:53,Class A,220466000,55.701328,12.632985,Moored,,6.4,359.4,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:13:02,Class A,220466000,55.70159,12.633005,Moored,,6.4,1.6,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:13:12,Class A,220466000,55.701878,12.633075,Moored,,6.4,4.3,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:13:23,Class A,220466000,55.702168,12.633168,Moored,,6.4,6.7,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:13:53,Class A,220466000,55.703083,12.633498,Moored,,6.5,14.4,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:14:02,Class A,220466000,55.703352,12.633643,Moored,,6.5,16.6,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:14:03,Class A,220466000,55.703352,12.633643,Moored,,6.5,16.6,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:14:12,Class A,220466000,55.703647,12.633828,Moored,,6.5,19.0,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:14:23,Class A,220466000,55.703932,12.634035,Moored,,6.5,21.4,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:14:43,Class A,220466000,55.704522,12.634517,Moored,,6.5,25.9,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:14:53,Class A,220466000,55.704798,12.634778,Moored,,6.5,26.5,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
26/11/2024 00:15:02,Class A,220466000,55.705052,12.635028,Moored,,6.5,27.4,,9136307,OVUU2,BALTSUND,Tug,,6.0,19.0,GPS,2.7,DKCPH,05/11/2024 12:00:00,AIS,5.0,14.0,4.0,2.0
