# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 04:49:05,Class A,265606380,57.690993,11.891923,Moored,0.0,0.0,71.1,21.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 07:49:52,Class A,265606380,57.690993,11.891923,Moored,0.0,0.0,71.1,21.0,Unknown,SFE2823,SAXKRAN NR2,Port tender,,7.0,20.0,GPS,1.6,PORTGOT,,AIS,16.0,4.0,4.0,3.0
26/11/2024 08:01:04,Class A,265606380,57.690965,11.891962,Moored,0.0,0.0,71.1,21.0,Unknown,SFE2823,SAXKRAN NR2,Port tender,,7.0,20.0,GPS,1.6,PORTGOT,,AIS,16.0,4.0,4.0,3.0
26/11/2024 20:25:05,Class A,265606380,57.690968,11.891913,Moored,0.0,0.0,347.3,22.0,Unknown,SFE2823,SAXKRAN NR2,Port tender,,7.0,20.0,GPS,1.6,PORTGOT,,AIS,16.0,4.0,4.0,3.0
26/11/2024 21:07:04,Class A,265606380,57.69096,11.89191,Moored,0.0,0.0,347.3,22.0,Unknown,SFE2823,SAXKRAN NR2,Port tender,,7.0,20.0,GPS,1.6,PORTGOT,,AIS,16.0,4.0,4.0,3.0
26/11/2024 23:19:03,Class A,265606380,57.690935,11.89194,Moored,0.0,0.0,347.3,21.0,Unknown,SFE2823,SAXKRAN NR2,Port tender,,7.0,20.0,GPS,1.6,PORTGOT,,AIS,16.0,4.0,4.0,3.0
26/11/2024 23:40:05,Class A,265606380,57.691005,11.891938,Moored,0.0,0.0,347.3,22.0,Unknown,SFE2823,SAXKRAN NR2,Port tender,,7.0,20.0,GPS,1.6,PORTGOT,,AIS,16.0,4.0,4.0,3.0
