# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:32,Class A,219000543,57.321107,11.124425,Moored,0.0,0.0,226.9,87.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:04:44,Class A,219000543,57.321107,11.124425,Moored,0.0,0.0,226.9,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:05:32,Class A,219000543,57.321092,11.124417,Moored,0.0,0.0,248.3,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:08:34,Class A,219000543,57.321107,11.124428,Moored,0.0,0.0,235.7,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:10:44,Class A,219000543,57.321107,11.124428,Moored,0.0,0.0,235.7,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:11:33,Class A,219000543,57.321108,11.12441,Moored,0.0,0.0,240.5,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:14:34,Class A,219000543,57.321102,11.1244,Moored,0.0,0.0,222.0,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:16:43,Class A,219000543,57.321102,11.1244,Moored,0.0,0.0,222.0,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:17:33,Class A,219000543,57.321092,11.124417,Moored,0.0,0.0,245.8,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:20:34,Class A,219000543,57.321102,11.124427,Moored,0.0,0.0,243.0,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:22:44,Class A,219000543,57.321102,11.124427,Moored,0.0,0.0,243.0,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:23:27,Class A,219000543,57.321098,11.124442,Moored,0.0,0.0,252.9,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:26:35,Class A,219000543,57.32109,11.124412,Moored,0.0,0.0,248.8,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:28:44,Class A,219000543,57.32109,11.124412,Moored,0.0,0.0,248.8,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:29:31,Class A,219000543,57.321095,11.124415,Moored,0.0,0.0,253.2,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:32:36,Class A,219000543,57.321112,11.124452,Moored,0.0,0.0,260.8,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:34:45,Class A,219000543,57.321112,11.124452,Moored,0.0,0.0,260.8,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:35:32,Class A,219000543,57.321072,11.124437,Moored,0.0,0.0,261.0,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:35:32,Class A,219000543,57.321072,11.124437,Moored,0.0,0.0,261.0,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:38:34,Class A,219000543,57.321108,11.124445,Moored,0.0,0.0,267.0,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:40:44,Class A,219000543,57.321108,11.124445,Moored,0.0,0.0,267.0,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:41:33,Class A,219000543,57.32111,11.124458,Moored,0.0,0.0,272.2,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:44:34,Class A,219000543,57.321105,11.124443,Moored,0.0,0.0,291.9,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:46:44,Class A,219000543,57.321105,11.124443,Moored,0.0,0.0,291.9,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:47:31,Class A,219000543,57.321085,11.12442,Moored,0.0,0.0,275.6,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:50:35,Class A,219000543,57.3211,11.124437,Moored,0.0,0.0,266.9,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:52:44,Class A,219000543,57.3211,11.124437,Moored,0.0,0.0,266.9,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:53:32,Class A,219000543,57.321103,11.124445,Moored,0.0,0.0,255.2,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:56:36,Class A,219000543,57.321082,11.124432,Moored,0.0,0.0,273.5,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:58:44,Class A,219000543,57.321082,11.124432,Moored,0.0,0.0,273.5,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 00:59:31,Class A,219000543,57.321095,11.124437,Moored,0.0,0.0,317.2,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:02:37,Class A,219000543,57.321078,11.124422,Moored,0.0,0.0,256.8,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:04:44,Class A,219000543,57.321078,11.124422,Moored,0.0,0.0,256.8,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:05:33,Class A,219000543,57.321092,11.124438,Moored,0.0,0.0,259.6,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:08:37,Class A,219000543,57.321093,11.124438,Moored,0.0,0.0,286.7,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:10:44,Class A,219000543,57.321093,11.124438,Moored,0.0,0.0,286.7,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:11:34,Class A,219000543,57.321097,11.124438,Moored,0.0,0.0,237.4,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:11:34,Class A,219000543,57.321097,11.124438,Moored,0.0,0.0,237.4,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:14:36,Class A,219000543,57.321075,11.124398,Moored,0.0,0.0,258.1,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:16:44,Class A,219000543,57.321075,11.124398,Moored,0.0,0.0,258.1,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:17:36,Class A,219000543,57.321097,11.124442,Moored,0.0,0.0,276.2,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:22:44,Class A,219000543,57.321097,11.124442,Moored,0.0,0.0,276.2,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:23:35,Class A,219000543,57.321075,11.124417,Moored,0.0,0.0,268.6,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:26:31,Class A,219000543,57.321095,11.124462,Moored,0.0,0.0,302.8,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:28:44,Class A,219000543,57.321095,11.124462,Moored,0.0,0.0,302.8,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:29:27,Class A,219000543,57.321088,11.124445,Moored,0.0,0.0,281.0,86.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
26/11/2024 01:32:30,Class A,219000543,57.321097,11.124447,Moored,0.0,0.0,284.3,87.0,9170559,OZRW,RESCUE MORTEN STAGE,SAR,,5.0,16.0,GPS,,Unknown,,AIS,13.0,3.0,4.0,1.0
