# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:06,Class A,210155000,57.701345,10.61849,At anchor,1.6,0.1,331.9,197.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:02:12,Class A,210155000,57.701345,10.61849,At anchor,1.6,0.1,331.9,197.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:05:06,Class A,210155000,57.701388,10.618348,At anchor,-2.2,0.0,285.8,190.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:08:06,Class A,210155000,57.701362,10.618462,At anchor,5.4,0.1,145.3,193.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:11:06,Class A,210155000,57.701352,10.618503,At anchor,-0.7,0.1,246.4,197.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:14:06,Class A,210155000,57.701355,10.618485,At anchor,2.9,0.1,192.8,193.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:14:06,Class A,210155000,57.701355,10.618485,At anchor,2.9,0.1,192.8,193.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:14:12,Class A,210155000,57.701355,10.618485,At anchor,2.9,0.1,192.8,193.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:17:06,Class A,210155000,57.70134,10.618582,At anchor,-0.7,0.2,300.4,202.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:17:06,Class A,210155000,57.70134,10.618582,At anchor,-0.7,0.2,300.4,202.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:20:06,Class A,210155000,57.701368,10.618455,At anchor,0.4,0.1,94.8,191.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:20:12,Class A,210155000,57.701368,10.618455,At anchor,0.4,0.1,94.8,191.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:23:06,Class A,210155000,57.701347,10.618607,At anchor,-1.1,0.1,56.9,202.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:23:06,Class A,210155000,57.701347,10.618607,At anchor,-1.1,0.1,56.9,202.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:26:06,Class A,210155000,57.701357,10.618565,At anchor,3.6,0.1,135.9,196.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
26/11/2024 00:26:12,Class A,210155000,57.701357,10.618565,At anchor,3.6,0.1,135.9,196.0,9710311,5BKP5,ECO CORSAIR,Tanker,,16.0,95.0,GPS,4.4,DKSKA,23/11/2024 17:00:00,AIS,73.0,22.0,4.0,12.0
