# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:24,Class A,219173000,55.095165,14.693907,Moored,0.0,0.0,124.1,305.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:02:46,Class A,219173000,55.095165,14.693907,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:02:46,Class A,219173000,55.095165,14.693907,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:05:24,Class A,219173000,55.095167,14.693918,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:05:24,Class A,219173000,55.095167,14.693918,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:08:25,Class A,219173000,55.095173,14.693932,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:08:25,Class A,219173000,55.095173,14.693932,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:08:46,Class A,219173000,55.095173,14.693932,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:11:24,Class A,219173000,55.095175,14.693928,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:14:24,Class A,219173000,55.095188,14.693932,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:14:47,Class A,219173000,55.095188,14.693932,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:17:24,Class A,219173000,55.095178,14.69393,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:20:25,Class A,219173000,55.095168,14.693918,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
26/11/2024 00:20:25,Class A,219173000,55.095168,14.693918,Moored,0.0,0.0,124.1,305.0,7633143,OYRA2,POVL ANKER,Passenger,,25.0,121.0,GPS,4.6,DKRNN,19/10/2025 16:15:00,AIS,25.0,96.0,12.0,13.0
