# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:08,Class A,219001214,56.041698,12.61322,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:00:18,Class A,219001214,56.041695,12.613217,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:00:29,Class A,219001214,56.041685,12.613213,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:00:37,Class A,219001214,56.041682,12.61321,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:00:59,Class A,219001214,56.041688,12.613228,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:01:09,Class A,219001214,56.041687,12.613237,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:01:18,Class A,219001214,56.041678,12.613238,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:01:29,Class A,219001214,56.041683,12.613245,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:01:38,Class A,219001214,56.04169,12.613242,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:01:48,Class A,219001214,56.041693,12.613222,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:01:59,Class A,219001214,56.041682,12.613223,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:02:09,Class A,219001214,56.041672,12.613233,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:02:19,Class A,219001214,56.041675,12.613227,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:02:29,Class A,219001214,56.041685,12.613218,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:02:36,Class A,219001214,56.041685,12.613218,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:02:38,Class A,219001214,56.041683,12.613222,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:02:48,Class A,219001214,56.041685,12.613208,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:02:59,Class A,219001214,56.041688,12.613202,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:03:09,Class A,219001214,56.041677,12.613207,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:03:19,Class A,219001214,56.041662,12.613217,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:03:29,Class A,219001214,56.041672,12.613215,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:03:38,Class A,219001214,56.041678,12.613215,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:03:48,Class A,219001214,56.041682,12.613205,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:03:59,Class A,219001214,56.041675,12.61322,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:04:09,Class A,219001214,56.041668,12.613225,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:04:19,Class A,219001214,56.041678,12.613225,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:04:29,Class A,219001214,56.041692,12.61324,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:04:48,Class A,219001214,56.041692,12.613253,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:05:09,Class A,219001214,56.041685,12.613245,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:05:19,Class A,219001214,56.04168,12.61325,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:05:29,Class A,219001214,56.041675,12.613245,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:05:39,Class A,219001214,56.041675,12.613233,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:05:48,Class A,219001214,56.041678,12.613228,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:05:59,Class A,219001214,56.041675,12.613227,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:06:09,Class A,219001214,56.04167,12.613233,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:06:19,Class A,219001214,56.041672,12.613233,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:06:29,Class A,219001214,56.04168,12.613232,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:06:39,Class A,219001214,56.041685,12.613233,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:06:48,Class A,219001214,56.041685,12.61324,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:06:59,Class A,219001214,56.041678,12.61324,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:07:09,Class A,219001214,56.041683,12.613222,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:07:19,Class A,219001214,56.041683,12.613235,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:07:29,Class A,219001214,56.041687,12.613247,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:07:39,Class A,219001214,56.041688,12.613243,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:07:48,Class A,219001214,56.04169,12.613242,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:07:59,Class A,219001214,56.04169,12.613238,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:07:59,Class A,219001214,56.04169,12.613238,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:08:09,Class A,219001214,56.041685,12.613237,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:08:19,Class A,219001214,56.041683,12.613252,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:08:29,Class A,219001214,56.041688,12.61325,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:08:39,Class A,219001214,56.04169,12.613242,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:08:48,Class A,219001214,56.041688,12.61324,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:08:59,Class A,219001214,56.041692,12.613232,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:09:09,Class A,219001214,56.04169,12.613228,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:09:18,Class A,219001214,56.04169,12.613233,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:09:28,Class A,219001214,56.041685,12.613233,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:09:39,Class A,219001214,56.041688,12.613217,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:09:48,Class A,219001214,56.041692,12.613222,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:09:59,Class A,219001214,56.041693,12.613232,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:10:09,Class A,219001214,56.041688,12.61324,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:10:18,Class A,219001214,56.041688,12.613237,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:10:28,Class A,219001214,56.041695,12.613227,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:10:39,Class A,219001214,56.041705,12.613237,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:10:48,Class A,219001214,56.0417,12.613242,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:10:59,Class A,219001214,56.041688,12.61324,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:11:09,Class A,219001214,56.041687,12.613228,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:11:18,Class A,219001214,56.041697,12.613237,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:11:39,Class A,219001214,56.041698,12.613218,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:11:48,Class A,219001214,56.041698,12.61322,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:11:59,Class A,219001214,56.041695,12.613225,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:12:09,Class A,219001214,56.041697,12.613225,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:12:18,Class A,219001214,56.041695,12.61323,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
26/11/2024 00:12:28,Class A,219001214,56.041698,12.613223,Under way using engine,,0.0,,,Unknown,OYVO,OPHELIA,Dredging,,6.0,15.0,Internal,,HELSINGOR,01/07/2025 15:05:00,AIS,5.0,10.0,3.0,3.0
