# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:40,Class A,219014412,55.676283,11.100823,Moored,0.0,0.0,83.0,13.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:05:50,Class A,219014412,55.676283,11.100823,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:08:42,Class A,219014412,55.6763,11.100775,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:08:42,Class A,219014412,55.6763,11.100775,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:11:42,Class A,219014412,55.676317,11.10077,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:11:50,Class A,219014412,55.676317,11.10077,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:14:43,Class A,219014412,55.6763,11.100772,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:17:43,Class A,219014412,55.676322,11.100765,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:17:50,Class A,219014412,55.676322,11.100765,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:20:44,Class A,219014412,55.67635,11.100777,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:23:42,Class A,219014412,55.67631,11.100773,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:23:50,Class A,219014412,55.67631,11.100773,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:26:42,Class A,219014412,55.67628,11.10077,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:29:43,Class A,219014412,55.676293,11.100792,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:32:44,Class A,219014412,55.676317,11.100788,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:35:43,Class A,219014412,55.676288,11.100768,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:35:50,Class A,219014412,55.676288,11.100768,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:38:43,Class A,219014412,55.676275,11.100792,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:41:42,Class A,219014412,55.676295,11.10076,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:41:50,Class A,219014412,55.676295,11.10076,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:41:50,Class A,219014412,55.676295,11.10076,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:44:41,Class A,219014412,55.676338,11.100742,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:47:42,Class A,219014412,55.676303,11.10075,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:47:50,Class A,219014412,55.676303,11.10075,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
26/11/2024 00:50:42,Class A,219014412,55.67625,11.100747,Moored,0.0,0.0,83.0,13.0,8741818,OXUX2,SILJA,Reserved,,9.0,27.0,GPS,2.2,KALUNDBORG,16/04/2025 21:00:00,AIS,10.0,17.0,4.0,5.0
