# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:46,Class A,219030055,56.126483,12.31121,Moored,0.0,0.0,183.0,344.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:02:00,Class A,219030055,56.126483,12.31121,Moored,0.0,0.0,183.0,344.0,Unknown,OWAS,SINNE,Cargo,,6.0,26.0,GPS,,SEA TRAIL,,AIS,15.0,11.0,4.0,2.0
26/11/2024 00:06:48,Class A,219030055,56.12649,12.311227,Moored,0.0,0.0,183.0,345.0,Unknown,OWAS,SINNE,Cargo,,6.0,26.0,GPS,,SEA TRAIL,,AIS,15.0,11.0,4.0,2.0
26/11/2024 00:07:59,Class A,219030055,56.12649,12.311227,Moored,0.0,0.0,183.0,345.0,Unknown,OWAS,SINNE,Cargo,,6.0,26.0,GPS,,SEA TRAIL,,AIS,15.0,11.0,4.0,2.0
26/11/2024 00:09:47,Class A,219030055,56.12649,12.31123,Moored,0.0,0.0,183.0,344.0,Unknown,OWAS,SINNE,Cargo,,6.0,26.0,GPS,,SEA TRAIL,,AIS,15.0,11.0,4.0,2.0
26/11/2024 00:12:49,Class A,219030055,56.126492,12.311232,Moored,0.0,0.0,183.0,345.0,Unknown,OWAS,SINNE,Cargo,,6.0,26.0,GPS,,SEA TRAIL,,AIS,15.0,11.0,4.0,2.0
26/11/2024 00:13:59,Class A,219030055,56.126492,12.311232,Moored,0.0,0.0,183.0,345.0,Unknown,OWAS,SINNE,Cargo,,6.0,26.0,GPS,,SEA TRAIL,,AIS,15.0,11.0,4.0,2.0
26/11/2024 00:15:47,Class A,219030055,56.126485,12.311225,Moored,0.0,0.0,183.0,345.0,Unknown,OWAS,SINNE,Cargo,,6.0,26.0,GPS,,SEA TRAIL,,AIS,15.0,11.0,4.0,2.0
26/11/2024 00:18:50,Class A,219030055,56.126482,12.31121,Moored,0.0,0.0,183.0,346.0,Unknown,OWAS,SINNE,Cargo,,6.0,26.0,GPS,,SEA TRAIL,,AIS,15.0,11.0,4.0,2.0
26/11/2024 00:19:59,Class A,219030055,56.126482,12.31121,Moored,0.0,0.0,183.0,346.0,Unknown,OWAS,SINNE,Cargo,,6.0,26.0,GPS,,SEA TRAIL,,AIS,15.0,11.0,4.0,2.0
26/11/2024 00:24:50,Class A,219030055,56.126483,12.311222,Moored,0.0,0.0,183.0,346.0,Unknown,OWAS,SINNE,Cargo,,6.0,26.0,GPS,,SEA TRAIL,,AIS,15.0,11.0,4.0,2.0
