# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:12,Class A,246776000,55.459935,8.450188,Moored,0.0,0.0,16.0,187.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:00:14,Class A,246776000,55.459935,8.450188,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:06:13,Class A,246776000,55.459935,8.450188,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:06:14,Class A,246776000,55.459978,8.450192,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:09:19,Class A,246776000,55.459907,8.450215,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:15:20,Class A,246776000,55.459915,8.450202,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:18:13,Class A,246776000,55.459915,8.450202,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:18:16,Class A,246776000,55.45995,8.450275,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:21:20,Class A,246776000,55.459938,8.450283,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:24:14,Class A,246776000,55.459938,8.450283,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:24:15,Class A,246776000,55.459942,8.45022,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:27:21,Class A,246776000,55.459932,8.450208,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:30:12,Class A,246776000,55.459963,8.450243,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:36:13,Class A,246776000,55.459963,8.450243,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:36:16,Class A,246776000,55.45996,8.450267,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:39:20,Class A,246776000,55.459922,8.450265,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:42:13,Class A,246776000,55.459922,8.450265,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:42:16,Class A,246776000,55.459925,8.450212,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:45:21,Class A,246776000,55.459918,8.450248,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:48:13,Class A,246776000,55.459918,8.450248,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:48:17,Class A,246776000,55.459925,8.450225,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
26/11/2024 00:51:12,Class A,246776000,55.459938,8.450218,Moored,0.0,0.0,16.0,187.0,9350460,PCJL,AMADEUS TITANIUM,Tanker,Category Z,12.0,88.0,GPS,4.0,DKEBJ,23/11/2024 13:30:00,AIS,75.0,13.0,5.0,7.0
