# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:30,Class A,314019000,57.7191,10.600668,Moored,0.0,0.0,42.3,222.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:03:15,Class A,314019000,57.7191,10.600668,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:03:27,Class A,314019000,57.719095,10.600677,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:06:29,Class A,314019000,57.719077,10.600667,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:09:16,Class A,314019000,57.719077,10.600667,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:09:29,Class A,314019000,57.719117,10.600693,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:12:29,Class A,314019000,57.719135,10.600685,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:15:15,Class A,314019000,57.719135,10.600685,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:15:28,Class A,314019000,57.71912,10.600668,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:18:30,Class A,314019000,57.719127,10.600703,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:21:16,Class A,314019000,57.719127,10.600703,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:21:25,Class A,314019000,57.719115,10.600708,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:24:32,Class A,314019000,57.719125,10.600703,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:27:16,Class A,314019000,57.719125,10.600703,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:27:29,Class A,314019000,57.719102,10.600707,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:30:31,Class A,314019000,57.719107,10.600695,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:33:16,Class A,314019000,57.719107,10.600695,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:33:29,Class A,314019000,57.719113,10.600663,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:36:29,Class A,314019000,57.719103,10.600698,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:39:15,Class A,314019000,57.719103,10.600698,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:42:30,Class A,314019000,57.719122,10.600658,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:45:16,Class A,314019000,57.719122,10.600658,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:45:30,Class A,314019000,57.719115,10.600687,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:48:31,Class A,314019000,57.71911,10.600658,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:51:16,Class A,314019000,57.71911,10.600658,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:51:30,Class A,314019000,57.719122,10.60063,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:54:31,Class A,314019000,57.71911,10.600625,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 00:57:16,Class A,314019000,57.71911,10.600625,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 01:00:32,Class A,314019000,57.719117,10.600623,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 01:03:16,Class A,314019000,57.719117,10.600623,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 01:03:25,Class A,314019000,57.719113,10.600612,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
26/11/2024 01:06:33,Class A,314019000,57.719113,10.600605,Moored,0.0,0.0,42.3,222.0,9222429,8PLQ,WILSON ALSTER,Cargo,No additional information,11.0,83.0,GPS,3.1,SKAGEN,22/11/2024 21:00:00,AIS,73.0,10.0,4.0,7.0
