# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:01:19,Class A,235091458,54.958698,11.853572,Moored,,0.1,304.3,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:04:22,Class A,235091458,54.958698,11.853572,Moored,,0.1,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:04:22,Class A,235091458,54.958672,11.853582,Moored,,0.1,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:07:21,Class A,235091458,54.958685,11.853568,Moored,,0.1,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:10:20,Class A,235091458,54.958702,11.853577,Moored,,0.1,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:10:21,Class A,235091458,54.958702,11.853577,Moored,,0.1,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:13:23,Class A,235091458,54.958688,11.853567,Moored,,0.1,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:16:21,Class A,235091458,54.958688,11.853567,Moored,,0.1,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:16:21,Class A,235091458,54.958702,11.853575,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:19:22,Class A,235091458,54.95868,11.853565,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:22:20,Class A,235091458,54.958703,11.853558,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:22:22,Class A,235091458,54.958703,11.853558,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:25:23,Class A,235091458,54.958715,11.853577,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:28:20,Class A,235091458,54.958705,11.853627,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:28:21,Class A,235091458,54.958705,11.853627,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:31:23,Class A,235091458,54.958655,11.85359,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:34:21,Class A,235091458,54.958697,11.853558,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:34:22,Class A,235091458,54.958697,11.853558,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:37:24,Class A,235091458,54.9587,11.853602,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:40:22,Class A,235091458,54.9587,11.853602,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
26/11/2024 00:40:23,Class A,235091458,54.958705,11.853553,Moored,,0.0,304.3,,Unknown,2FIA7,SC OPAL,HSC,,6.0,19.0,GPS,1.8,VORDINGBORG,07/07/2025 13:00:00,AIS,5.0,14.0,1.0,5.0
