Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D,Time_Group
2024-11-23 09:50:46,Class A,244090224,55.784283,7.26689,Under way using engine,4.5,10.7,15.9,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:50:51,Class A,244090224,55.784568,7.267028,Under way using engine,14.5,10.7,15.6,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:50:55,Class A,244090224,55.784758,7.267118,Under way using engine,17.9,10.7,15.3,17.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:50:56,Class A,244090224,55.784758,7.267118,Under way using engine,19.7,10.7,15.3,17.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:51:05,Class A,244090224,55.78524,7.267378,Under way using engine,-6.4,10.7,17.8,17.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:51:16,Class A,244090224,55.785762,7.267672,Under way using engine,-10.0,10.7,17.5,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:51:20,Class A,244090224,55.785947,7.267775,Under way using engine,-6.4,10.6,17.5,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:51:22,Class A,244090224,55.78604,7.267823,Under way using engine,-8.7,10.6,17.6,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:51:25,Class A,244090224,55.78618,7.267895,Under way using engine,-1.6,10.5,16.8,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:51:32,Class A,244090224,55.786513,7.26807,Under way using engine,-12.9,10.6,16.5,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:51:36,Class A,244090224,55.786647,7.268152,Under way using engine,7.5,10.5,17.5,17.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:51:46,Class A,244090224,55.787168,7.26841,Under way using engine,2.2,10.5,16.8,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:52:05,Class A,244090224,55.788062,7.268897,Under way using engine,-0.7,10.6,16.5,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:52:16,Class A,244090224,55.788588,7.269172,Under way using engine,3.6,10.6,16.5,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:52:19,Class A,244090224,55.788687,7.269218,Under way using engine,-11.4,10.7,16.0,15.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:52:22,Class A,244090224,55.788878,7.269308,Under way using engine,14.5,10.6,15.4,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:52:24,Class A,244090224,55.788927,7.269337,Under way using engine,-1.1,10.7,16.2,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:52:25,Class A,244090224,55.789025,7.26939,Under way using engine,-3.6,10.7,16.6,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:52:36,Class A,244090224,55.789508,7.269622,Under way using engine,-0.0,10.8,15.2,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:52:46,Class A,244090224,55.789992,7.269873,Under way using engine,-4.5,10.9,15.4,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
2024-11-23 09:53:05,Class A,244090224,55.790962,7.270388,Under way using engine,2.2,11.0,16.9,16.0,9753844,PCSV,BITFJORD,Tanker,,17.0,108.0,GPS,6.2,DE BXN > DK AAR,24/11/2024 08:00:00,AIS,86.0,22.0,2.0,15.0,5
